EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,136939,16496,13978,271
Linn,53510,4405,3286,116
Johnson,41094,5279,4563,28
Scott,39324,3313,2392,29
Black Hawk,36474,4651,3970,94
Woodbury,33108,5968,4331,71
Dubuque,31449,3731,2223,44
Story,30713,3559,2923,17
Dallas,26727,2936,2464,39
Pottawattamie,22406,2350,1812,41
Warren,13172,998,858,6
Webster,12450,1395,1150,14
Cerro Gordo,11793,1114,893,23
Marshall,11637,1827,1691,35
Clinton,10285,1206,924,22
Muscatine,10082,1168,966,56
Buena Vista,9547,2057,1849,12
Des Moines,9382,896,638,9
Wapello,8599,1387,1256,57
Jasper,8422,909,622,34
Sioux,8312,1889,1007,4
Marion,7261,805,743,9
Plymouth,7048,1273,849,22
Lee,6709,696,515,7
Boone,6656,561,383,8
Carroll,5988,767,494,5
Benton,5704,365,228,1
Bremer,5590,527,394,7
Dickinson,5542,577,433,7
Henry,5422,839,436,5
Crawford,5413,1152,863,7
Washington,5405,517,375,11
Mahaska,5226,456,330,21
Tama,4673,792,672,32
Buchanan,4671,316,192,1
Wright,4662,616,536,1
Winneshiek,4491,357,272,8
Fayette,4339,251,159,2
Jackson,4184,405,241,3
Iowa,4168,251,126,1
Jones,4141,316,194,3
Delaware,4117,506,418,4
Cedar,4098,282,182,2
Floyd,4026,375,315,5
Hardin,4013,328,255,1
Clay,4012,377,242,4
Poweshiek,3974,354,241,9
Mills,3892,221,143,1
Hamilton,3788,344,318,3
Kossuth,3712,325,148,0
Madison,3680,267,186,2
Butler,3475,293,264,2
Pending Investigation,3406,3,0,0
Clayton,3406,289,252,3
O'Brien,3243,464,232,9
Union,3229,152,105,3
Winnebago,3124,346,207,14
Harrison,3045,326,183,5
Allamakee,3004,275,197,6
Cherokee,2995,300,150,2
Jefferson,2979,151,121,1
Page,2964,247,184,0
Grundy,2919,240,152,4
Mitchell,2909,201,145,0
Cass,2905,194,163,2
Sac,2835,290,129,0
Guthrie,2830,292,179,11
Appanoose,2721,155,129,3
Chickasaw,2718,292,256,1
Calhoun,2716,209,175,3
Hancock,2711,216,186,2
Louisa,2710,443,386,15
Franklin,2630,353,322,18
Shelby,2510,286,257,1
Clarke,2410,270,239,3
Humboldt,2391,202,185,3
Palo Alto,2303,239,128,0
Emmet,2296,299,219,10
Greene,2192,127,69,0
Howard,2155,197,150,7
Lyon,2141,431,185,4
Montgomery,2026,110,94,5
Monona,2002,178,113,1
Pocahontas,1842,178,141,2
Keokuk,1826,125,76,1
Worth,1751,115,92,0
Lucas,1703,161,103,6
Adair,1626,77,52,1
Decatur,1621,75,50,0
Ida,1596,146,55,2
Monroe,1430,166,114,11
Davis,1387,134,98,4
Fremont,1347,144,64,0
Taylor,1309,164,117,1
Audubon,1260,104,39,1
Van Buren,1248,127,111,1
Ringgold,1218,56,50,2
Osceola,1147,187,103,0
Wayne,1142,91,81,3
Adams,687,42,28,0
