EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,106623,13069,9604,226
Linn,40576,2910,2398,94
Johnson,30872,3530,1915,26
Scott,29488,2159,1622,20
Black Hawk,28407,3710,2937,74
Woodbury,24148,4081,3600,56
Story,24118,2263,1128,16
Dubuque,23729,1993,1517,36
Dallas,20709,2343,1780,39
Pottawattamie,17391,1597,1326,34
Webster,10138,998,632,8
Warren,9900,758,532,5
Cerro Gordo,9396,807,563,20
Marshall,9385,1627,1380,31
Buena Vista,8307,1825,1772,12
Muscatine,7774,950,776,51
Pending Investigation,7728,19,0,0
Clinton,7549,792,320,10
Wapello,6696,1067,903,49
Des Moines,6523,542,138,5
Jasper,5861,568,430,30
Sioux,5454,873,589,3
Marion,4973,457,203,0
Plymouth,4918,704,435,18
Boone,4787,341,229,4
Lee,4516,383,92,5
Dickinson,4356,419,367,6
Carroll,4166,353,196,2
Bremer,4121,286,183,7
Crawford,4051,822,715,3
Benton,3990,194,142,1
Wright,3732,516,431,1
Tama,3651,615,511,29
Mahaska,3594,211,145,18
Washington,3573,335,295,11
Henry,3448,261,110,4
Buchanan,3444,172,108,1
Fayette,3192,137,80,1
Floyd,3173,211,171,3
Jackson,3081,198,137,1
Hamilton,3070,279,231,2
Winneshiek,3053,210,113,1
Mills,3045,126,83,1
Iowa,3004,111,87,1
Clay,2994,236,171,3
Hardin,2989,226,166,1
Jones,2973,167,130,2
Delaware,2964,201,140,3
Cedar,2861,149,120,1
Madison,2761,161,103,2
Clayton,2661,178,128,3
Poweshiek,2645,182,155,8
Butler,2637,194,150,2
Union,2468,93,68,3
Kossuth,2459,119,79,0
Winnebago,2364,155,78,7
Allamakee,2332,172,146,4
Jefferson,2309,116,76,0
O'Brien,2267,190,127,7
Page,2206,110,106,0
Grundy,2190,125,73,1
Mitchell,2158,96,76,0
Franklin,2118,294,245,17
Hancock,2091,149,126,2
Guthrie,2085,168,125,5
Louisa,2073,395,361,14
Cass,2015,112,98,2
Cherokee,1957,136,123,2
Sac,1950,107,82,0
Chickasaw,1946,103,80,0
Calhoun,1918,119,86,2
Harrison,1911,145,117,1
Appanoose,1881,80,61,3
Shelby,1857,214,204,1
Clarke,1813,234,182,3
Humboldt,1786,154,89,2
Emmet,1768,220,181,8
Palo Alto,1682,112,79,0
Montgomery,1535,73,60,4
Howard,1528,126,54,2
Greene,1465,53,38,0
Pocahontas,1384,129,110,2
Monona,1335,107,92,1
Worth,1301,79,61,0
Lyon,1286,145,127,2
Keokuk,1250,59,29,1
Adair,1236,50,21,1
Lucas,1115,93,40,5
Decatur,1115,43,24,0
Ida,1082,40,29,0
Taylor,1017,110,102,1
Monroe,1015,102,59,8
Davis,987,81,48,2
Van Buren,941,99,31,1
Ringgold,837,31,26,1
Audubon,835,37,27,1
Fremont,832,57,35,0
Osceola,743,97,78,0
Wayne,711,47,29,2
Adams,485,20,17,0
