EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,117248,14274,10651,248
Linn,44322,3355,2655,99
Johnson,35335,4700,2152,26
Scott,32351,2425,1819,25
Black Hawk,31131,4090,3173,81
Story,27123,3013,1327,16
Woodbury,26139,4404,3746,58
Dubuque,25963,2274,1742,37
Dallas,22661,2524,1938,38
Pottawattamie,18770,1739,1508,35
Warren,11037,877,588,6
Webster,10921,1108,688,13
Cerro Gordo,10264,918,640,21
Marshall,10057,1730,1456,32
Buena Vista,8641,1874,1788,12
Clinton,8519,951,454,15
Muscatine,8498,1021,834,52
Des Moines,7651,659,221,6
Wapello,7338,1149,993,56
Jasper,6677,656,468,31
Sioux,6049,1022,671,3
Marion,5944,613,325,3
Plymouth,5623,882,475,20
Lee,5389,528,138,6
Boone,5242,392,278,5
Carroll,4817,502,232,5
Dickinson,4651,445,379,6
Bremer,4565,403,234,7
Crawford,4425,876,743,3
Benton,4389,230,162,1
Henry,4358,450,145,4
Washington,4158,378,314,11
Mahaska,4116,273,173,18
Tama,4026,661,535,30
Wright,3961,530,471,1
Buchanan,3778,199,139,1
Fayette,3491,165,96,1
Floyd,3443,247,198,3
Winneshiek,3424,249,137,5
Jackson,3394,248,165,2
Delaware,3348,267,231,3
Iowa,3335,147,98,1
Hamilton,3331,302,244,2
Jones,3324,200,144,3
Mills,3271,139,94,1
Cedar,3239,188,134,1
Hardin,3231,254,186,1
Clay,3229,246,211,3
Poweshiek,3066,209,170,8
Madison,3034,175,142,2
Butler,2902,233,208,2
Clayton,2893,204,171,3
Kossuth,2799,148,102,0
Union,2706,96,80,3
Winnebago,2594,182,104,10
Allamakee,2555,205,157,5
O'Brien,2508,234,145,8
Jefferson,2493,123,91,1
Mitchell,2428,147,80,0
Grundy,2403,154,88,2
Page,2370,126,116,0
Hancock,2300,164,148,2
Franklin,2290,316,268,17
Guthrie,2286,185,144,5
Louisa,2224,402,363,14
Cherokee,2218,153,130,2
Sac,2198,131,88,0
Cass,2193,118,109,2
Chickasaw,2189,162,83,0
Appanoose,2186,103,83,3
Harrison,2152,157,139,2
Calhoun,2141,142,99,2
Shelby,2065,229,216,1
Clarke,2002,248,205,3
Humboldt,1940,160,99,2
Emmet,1931,232,192,9
Palo Alto,1860,132,97,0
Howard,1725,162,74,3
Montgomery,1661,83,76,5
Greene,1608,69,42,0
Pocahontas,1498,140,114,2
Monona,1481,111,93,1
Worth,1439,90,72,0
Keokuk,1416,78,40,1
Lyon,1413,174,145,3
Adair,1361,55,37,1
Lucas,1328,113,68,6
Decatur,1274,51,27,0
Ida,1250,58,33,0
Monroe,1191,125,72,8
Pending Investigation,1125,9,0,0
Davis,1105,101,63,4
Taylor,1084,114,106,1
Van Buren,1054,108,38,1
Ringgold,981,34,28,2
Fremont,923,63,44,0
Audubon,921,42,29,1
Wayne,920,69,43,2
Osceola,789,101,88,0
Adams,545,23,21,0
