EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,77031,9056,5866,191
Linn,28976,1812,1369,87
Black Hawk,22029,2848,2028,61
Johnson,21992,1746,1165,10
Scott,21436,1473,702,11
Woodbury,19780,3540,3181,47
Dubuque,18410,1347,496,26
Dallas,15055,1664,1145,34
Pottawattamie,13357,1035,741,18
Story,11406,1043,706,11
Buena Vista,7643,1775,1682,12
Marshall,7482,1294,993,23
Cerro Gordo,7163,533,138,16
Warren,6943,460,247,1
Webster,6362,609,212,5
Muscatine,6122,765,678,46
Wapello,5163,788,703,31
Clinton,4827,232,97,2
Pending Investigation,4804,4,0,0
Jasper,4269,436,312,22
Des Moines,3770,127,85,2
Sioux,3698,557,452,1
Plymouth,3694,410,298,7
Boone,3575,212,134,1
Dickinson,3543,356,237,4
Crawford,3388,697,663,3
Bremer,3126,164,79,7
Wright,3031,427,370,1
Tama,2983,520,421,29
Marion,2942,135,88,0
Benton,2905,110,82,1
Carroll,2872,163,120,1
Washington,2850,277,241,9
Buchanan,2564,90,44,1
Lee,2517,76,47,2
Mills,2515,66,34,0
Fayette,2389,71,33,0
Hamilton,2385,217,211,1
Iowa,2374,74,50,1
Jackson,2352,120,26,0
Henry,2347,104,78,3
Floyd,2329,95,68,2
Clay,2326,166,121,1
Hardin,2315,138,68,0
Cedar,2190,109,77,1
Jones,2181,106,60,1
Butler,2021,97,78,2
Winneshiek,2008,71,51,1
Clayton,1954,79,52,3
Madison,1946,85,40,2
Union,1901,64,29,1
Allamakee,1898,144,122,4
Delaware,1889,78,59,1
Mahaska,1856,132,103,17
Kossuth,1776,72,32,0
Louisa,1715,374,346,13
Poweshiek,1699,123,102,8
Mitchell,1699,76,59,0
Jefferson,1649,71,51,0
Page,1619,56,28,0
Hancock,1615,103,67,2
Grundy,1609,65,33,1
O'Brien,1583,110,82,1
Franklin,1581,169,82,3
Guthrie,1579,119,69,5
Cherokee,1575,96,75,1
Sac,1568,75,63,0
Harrison,1429,83,59,0
Calhoun,1427,72,63,2
Chickasaw,1423,45,37,0
Winnebago,1391,67,28,0
Shelby,1391,133,126,0
Clarke,1354,161,119,3
Emmet,1349,142,76,1
Palo Alto,1319,62,45,0
Appanoose,1270,36,30,3
Cass,1223,37,29,0
Humboldt,1160,72,64,1
Howard,1143,44,26,0
Greene,1134,37,29,0
Pocahontas,1112,111,71,1
Montgomery,1090,37,18,2
Monona,1073,86,70,0
Worth,986,50,12,0
Keokuk,970,27,20,1
Lyon,933,89,73,0
Ida,830,29,21,0
Taylor,802,93,80,0
Adair,793,20,16,0
Davis,732,48,36,1
Monroe,726,65,43,7
Lucas,698,40,27,4
Ringgold,662,21,15,1
Audubon,632,25,15,1
Van Buren,584,23,18,1
Fremont,578,24,7,0
Osceola,575,75,52,0
Decatur,542,17,11,0
Wayne,416,14,10,1
Adams,380,13,9,0
