EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,164862,22167,16757,296
Linn,69256,7850,4507,137
Scott,50036,5949,3620,51
Johnson,49149,6671,5396,33
Black Hawk,44067,7152,4770,107
Woodbury,39683,8156,6266,102
Dubuque,38189,6406,4091,66
Story,35212,4608,3669,18
Dallas,32226,4098,3035,51
Pottawattamie,28449,3839,2767,47
Warren,16213,1563,1033,9
Webster,14792,2265,1526,17
Cerro Gordo,14411,1850,1148,29
Marshall,13590,2439,1831,37
Des Moines,12845,1864,991,13
Clinton,12728,1825,1241,30
Muscatine,12518,1748,1157,59
Buena Vista,10662,2439,2115,12
Jasper,10489,1454,923,34
Sioux,10244,2818,2067,20
Wapello,10127,1768,1454,64
Lee,9173,1220,751,13
Marion,8967,1277,996,12
Plymouth,8661,1988,1339,33
Boone,8007,865,599,10
Carroll,7537,1393,868,13
Benton,7493,867,397,6
Washington,6986,820,543,12
Bremer,6843,971,560,10
Henry,6670,1256,904,6
Dickinson,6605,905,621,9
Pending Investigation,6481,113,0,0
Mahaska,6372,863,506,25
Crawford,6270,1479,1197,15
Jones,6079,1212,346,4
Winneshiek,5749,587,415,9
Buchanan,5742,632,342,5
Tama,5538,1121,805,38
Jackson,5443,890,445,5
Wright,5406,881,650,1
Cedar,5335,615,297,8
Fayette,5293,531,283,6
Poweshiek,5103,596,419,11
Delaware,5069,971,561,16
Iowa,5065,553,297,11
Hardin,4969,632,349,7
Clay,4964,667,417,4
Mills,4812,548,271,3
Floyd,4722,544,448,11
Kossuth,4575,569,369,1
Hamilton,4544,542,472,6
Madison,4415,426,303,4
Clayton,4262,654,367,3
Butler,4228,524,392,3
O'Brien,4120,900,494,18
Union,4080,330,250,6
Harrison,3993,794,462,20
Cass,3904,558,360,8
Jefferson,3890,327,166,1
Winnebago,3864,590,347,20
Page,3752,582,408,0
Allamakee,3588,479,286,9
Cherokee,3561,500,326,3
Grundy,3477,438,250,6
Sac,3454,496,324,5
Guthrie,3442,483,314,15
Mitchell,3435,392,206,2
Appanoose,3429,351,183,3
Hancock,3395,491,293,6
Louisa,3378,604,445,15
Calhoun,3314,417,300,5
Chickasaw,3192,446,384,1
Shelby,3158,478,427,2
Franklin,3047,446,359,18
Humboldt,3023,442,277,3
Emmet,2975,497,336,21
Clarke,2899,388,283,3
Palo Alto,2762,388,259,2
Lyon,2657,625,461,8
Greene,2641,248,149,0
Howard,2578,319,204,9
Montgomery,2493,242,200,7
Monona,2363,284,207,2
Keokuk,2283,267,130,1
Pocahontas,2256,317,189,2
Adair,2186,260,95,3
Lucas,2166,238,158,6
Worth,2147,192,116,0
Decatur,2061,207,96,0
Ida,1956,293,159,3
Monroe,1862,296,174,12
Davis,1758,238,139,4
Fremont,1639,242,163,2
Taylor,1633,301,203,2
Van Buren,1593,228,135,2
Audubon,1566,220,114,1
Ringgold,1498,115,87,2
Osceola,1472,337,215,0
Wayne,1424,205,111,4
Adams,900,93,57,1
