EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Lyon,986,98,77,0
Osceola,594,77,62,0
Dickinson,3679,369,261,4
Emmet,1455,178,102,1
Allamakee,1957,147,130,4
Kossuth,1877,75,35,0
Winneshiek,2119,75,55,1
Howard,1208,47,34,0
Winnebago,1480,71,32,0
Mitchell,1804,76,66,0
Worth,1060,56,21,0
Sioux,3933,583,471,2
O'Brien,1648,115,89,1
Clay,2425,168,136,1
Palo Alto,1381,74,46,0
Hancock,1706,110,89,2
Cerro Gordo,7596,570,220,17
Chickasaw,1501,48,45,0
Floyd,2420,107,90,2
Clayton,2078,93,64,3
Fayette,2508,76,49,0
Plymouth,3870,434,317,8
Cherokee,1614,97,81,1
Buena Vista,7736,1782,1708,12
Pocahontas,1145,113,93,1
Humboldt,1208,87,72,1
Wright,3100,439,383,1
Bremer,3258,180,89,7
Franklin,1662,209,119,4
Butler,2109,106,89,2
Dubuque,19311,1470,709,28
Delaware,2008,85,68,1
Webster,6549,684,354,5
Buchanan,2695,104,55,1
Black Hawk,23111,2956,2231,62
Woodbury,20580,3619,3233,48
Ida,855,29,23,0
Sac,1616,79,65,0
Calhoun,1488,82,69,2
Hamilton,2495,237,217,1
Hardin,2454,161,80,0
Grundy,1719,70,39,1
Jackson,2494,132,34,1
Jones,2341,119,65,1
Linn,30997,1987,1563,87
Benton,3111,127,87,1
Tama,3090,533,438,29
Monona,1106,89,76,0
Crawford,3488,707,672,3
Carroll,3155,175,144,1
Greene,1170,37,31,0
Boone,3737,226,148,2
Story,12015,1086,795,13
Marshall,7906,1371,1040,24
Clinton,5237,284,113,2
Cedar,2276,116,83,1
Harrison,1495,90,68,0
Shelby,1473,154,130,1
Audubon,671,28,15,1
Guthrie,1660,124,80,5
Johnson,23178,1869,1353,14
Dallas,15874,1739,1260,35
Iowa,2509,87,52,1
Polk,80874,9460,6490,201
Poweshiek,1841,136,105,8
Jasper,4497,450,328,24
Scott,22843,1550,850,11
Muscatine,6368,801,691,47
Pottawattamie,14087,1151,778,21
Cass,1296,40,34,0
Washington,2953,284,261,10
Adair,880,20,16,0
Keokuk,1021,28,21,1
Warren,7354,501,287,1
Madison,2071,93,50,2
Mahaska,1944,133,104,17
Marion,3134,145,106,0
Louisa,1771,377,347,14
Mills,2614,75,38,0
Montgomery,1174,42,29,3
Adams,397,15,10,0
Henry,2512,109,83,3
Jefferson,1744,75,63,0
Union,1999,66,31,1
Wapello,5450,826,743,31
Clarke,1417,172,128,3
Lucas,733,42,27,4
Monroe,763,66,45,7
Des Moines,4060,143,88,2
Fremont,636,32,10,0
Page,1736,69,37,0
Taylor,834,93,83,0
Ringgold,693,21,19,1
Van Buren,648,29,18,1
Davis,759,49,39,1
Decatur,576,21,11,0
Wayne,442,15,10,1
Appanoose,1346,40,31,3
Lee,2733,89,52,3
Pending Investigation,0,8,0,0
