EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Adair,229,9,6,0
Appanoose,448,14,10,3
Boone,1627,67,41,0
Carroll,638,13,10,0
Clarke,489,64,32,0
Dallas,5040,929,611,24
Davis,356,27,17,0
Decatur,228,1,1,0
Greene,363,13,13,0
Guthrie,516,53,30,3
Jasper,1980,263,197,17
Lucas,254,19,5,1
Madison,585,29,23,2
Mahaska,825,98,29,12
Marion,1022,34,25,0
Marshall,3720,901,543,18
Monroe,307,38,26,5
Polk,26195,4418,1997,134
Poweshiek,677,89,77,8
Ringgold,187,4,3,0
Story,2668,118,83,1
Tama,1587,408,319,28
Union,470,9,1,0
Warren,2225,155,112,0
Wayne,140,1,1,0
Cerro,2714,30,18,1
Chickasaw,420,12,8,0
Floyd,932,21,10,1
Franklin,623,13,8,0
Hancock,551,16,8,0
Hardin,535,19,11,0
Kossuth,398,13,8,0
Mitchell,358,4,4,0
Winnebago,350,11,10,0
Worth,295,3,3,0
Wright,1319,195,34,0
Calhoun,305,5,2,0
Cherokee,469,36,26,0
Clay,394,21,13,0
Dickinson,353,27,8,0
Emmet,267,19,8,0
Hamilton,1082,45,18,0
Humboldt,331,18,13,1
Ida,307,14,13,0
Lyon,286,25,18,0
Monona,379,25,19,0
O'Brien,442,37,18,0
Osceola,188,34,28,0
Palo,161,7,2,0
Plymouth,1134,141,91,2
Pocahontas,267,14,2,0
Sac,569,26,16,0
Sioux,1238,290,135,0
Webster,1608,45,28,1
Woodbury,11259,2819,1957,37
Audubon,218,13,8,1
Cass,385,12,11,0
Crawford,1938,543,335,2
Fremont,147,4,2,0
Harrison,443,26,18,0
Mills,1218,20,19,0
Montgomery,328,8,6,1
Page,604,14,10,0
Pottawattamie,3169,300,185,10
Shelby,328,37,31,0
Taylor,373,59,9,0
Clinton,1600,65,59,1
Des,942,66,51,1
Henry,725,72,58,2
Iowa,691,33,31,0
Jackson,549,13,8,0
Jefferson,450,33,13,0
Johnson,7122,616,445,9
Keokuk,475,14,13,0
Lee,663,28,19,0
Louisa,1069,347,256,11
Muscatine,3024,564,460,41
Scott,6799,369,321,10
Van,180,9,8,0
Wapello,2560,615,324,14
Washington,1457,192,158,8
Benton,955,44,33,1
Black,9375,1759,1022,46
Bremer,1133,69,59,6
Buchanan,752,33,28,0
Clayton,653,34,26,3
Delaware,591,19,15,1
Dubuque,5440,352,195,21
Fayette,813,28,26,0
Grundy,460,20,15,0
Howard,328,12,10,0
Jones,742,37,36,0
Linn,9492,967,791,79
Winneshiek,725,24,22,0
