EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,154034,19057,15916,288
Linn,63032,5639,4073,132
Johnson,46244,5890,5151,30
Scott,46201,4614,3142,40
Black Hawk,41175,5652,4453,98
Woodbury,37600,7266,5626,97
Dubuque,35896,5248,3434,57
Story,33492,4014,3466,18
Dallas,30298,3473,2806,44
Pottawattamie,26680,3252,2379,44
Warren,15087,1265,969,7
Webster,14118,1850,1358,15
Cerro Gordo,13400,1383,1062,26
Marshall,12835,2026,1767,36
Clinton,11807,1496,1130,26
Muscatine,11660,1484,1082,58
Des Moines,11587,1396,816,10
Buena Vista,10286,2261,2008,12
Jasper,9629,1117,855,34
Sioux,9608,2450,1749,16
Wapello,9540,1535,1389,62
Lee,8418,958,654,10
Marion,8316,1021,901,10
Plymouth,8101,1670,1165,28
Boone,7525,727,520,9
Carroll,7014,1159,698,12
Benton,6885,595,341,2
Washington,6356,665,485,11
Bremer,6315,677,500,9
Henry,6209,1068,778,5
Dickinson,6195,744,543,7
Mahaska,6027,697,445,24
Crawford,6020,1362,1094,14
Buchanan,5326,459,295,4
Pending Investigation,5322,11,0,0
Winneshiek,5308,479,367,9
Tama,5212,951,739,37
Wright,5085,728,600,1
Fayette,4944,381,233,4
Cedar,4938,475,256,6
Jackson,4927,638,365,3
Jones,4859,449,293,4
Poweshiek,4743,461,336,11
Delaware,4740,797,533,13
Iowa,4717,415,223,9
Clay,4642,538,345,4
Hardin,4624,477,308,7
Mills,4545,408,204,3
Floyd,4437,439,397,11
Hamilton,4329,476,427,4
Kossuth,4298,470,305,0
Madison,4204,364,255,3
Butler,3925,384,336,2
Clayton,3881,430,318,3
Union,3804,233,208,4
Harrison,3723,660,291,15
O'Brien,3716,685,409,14
Winnebago,3618,499,314,19
Cass,3582,391,280,3
Page,3502,407,310,0
Jefferson,3493,240,139,1
Allamakee,3367,376,258,9
Cherokee,3336,405,273,2
Grundy,3257,313,232,5
Sac,3250,400,269,4
Guthrie,3228,397,260,15
Mitchell,3221,283,199,1
Appanoose,3191,228,145,3
Louisa,3124,523,420,15
Calhoun,3094,311,245,4
Hancock,3087,322,256,4
Chickasaw,2988,360,332,1
Shelby,2924,374,332,2
Franklin,2833,381,343,18
Humboldt,2778,325,245,3
Emmet,2773,430,287,19
Clarke,2749,352,261,3
Palo Alto,2558,315,224,2
Lyon,2508,554,379,7
Greene,2496,187,109,0
Howard,2452,271,183,9
Montgomery,2298,178,152,7
Monona,2251,245,173,1
Pocahontas,2089,228,171,2
Keokuk,2040,161,120,1
Lucas,2024,206,152,6
Adair,2012,171,73,1
Worth,1980,145,110,0
Decatur,1915,150,67,0
Ida,1821,194,135,2
Monroe,1769,259,152,11
Davis,1608,179,128,4
Fremont,1554,206,123,1
Taylor,1532,244,178,2
Van Buren,1469,180,115,2
Audubon,1453,149,89,1
Ringgold,1382,88,73,2
Osceola,1370,287,190,1
Wayne,1348,121,95,3
Adams,839,81,44,0
