EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,102503,11874,9147,217
Linn,38965,2769,2279,91
Johnson,28871,2650,1816,24
Scott,28556,2025,1537,19
Black Hawk,27663,3526,2847,71
Woodbury,23715,3972,3544,54
Dubuque,23152,1915,1405,35
Story,22597,1609,1084,16
Dallas,20039,2132,1688,36
Pottawattamie,17066,1520,1230,31
Webster,9895,698,615,8
Warren,9577,662,491,5
Marshall,9257,1571,1331,28
Cerro Gordo,9164,724,538,20
Buena Vista,8237,1817,1765,12
Muscatine,7590,930,749,48
Pending Investigation,7479,23,0,0
Clinton,7141,686,269,7
Wapello,6518,1023,886,45
Des Moines,5844,432,130,3
Jasper,5645,524,419,30
Sioux,5212,796,569,3
Plymouth,4684,624,418,15
Boone,4623,324,224,3
Marion,4528,330,197,0
Dickinson,4248,402,359,5
Lee,4163,277,82,5
Bremer,4034,266,167,7
Crawford,4013,794,701,3
Carroll,3985,306,183,2
Benton,3879,182,132,1
Wright,3692,495,431,1
Tama,3622,587,495,29
Washington,3483,317,289,11
Buchanan,3347,164,96,1
Henry,3149,205,104,4
Fayette,3094,126,75,1
Floyd,3073,186,165,3
Hamilton,3016,248,228,2
Jackson,2994,180,125,1
Mills,2989,118,75,1
Iowa,2964,107,80,1
Clay,2913,231,168,2
Hardin,2903,214,148,1
Jones,2899,156,116,2
Winneshiek,2890,180,89,1
Delaware,2829,175,136,2
Cedar,2770,146,110,1
Madison,2663,150,93,2
Clayton,2587,163,107,3
Butler,2533,164,135,2
Poweshiek,2442,178,142,8
Mahaska,2414,168,125,18
Union,2413,90,63,3
Kossuth,2408,113,76,0
Allamakee,2298,168,141,4
Jefferson,2228,106,73,0
O'Brien,2182,168,123,7
Page,2163,104,102,0
Winnebago,2155,145,71,3
Grundy,2110,113,68,1
Mitchell,2098,91,76,0
Franklin,2064,275,239,16
Hancock,2040,138,124,2
Guthrie,2038,158,122,5
Louisa,2023,383,360,14
Cass,1945,104,94,2
Cherokee,1919,128,115,1
Sac,1894,102,79,0
Harrison,1860,136,108,1
Calhoun,1860,104,81,2
Chickasaw,1852,87,73,0
Shelby,1826,209,194,1
Appanoose,1803,67,55,3
Clarke,1757,216,168,3
Humboldt,1743,100,86,2
Emmet,1713,214,172,7
Palo Alto,1649,105,72,0
Montgomery,1501,68,58,4
Howard,1461,94,51,0
Greene,1417,48,38,0
Pocahontas,1365,122,110,2
Monona,1301,105,88,1
Worth,1263,76,58,0
Lyon,1242,136,122,2
Keokuk,1228,49,27,1
Adair,1191,43,20,1
Decatur,1088,36,24,0
Lucas,1070,83,36,5
Ida,1061,36,29,0
Taylor,988,107,101,0
Monroe,975,93,58,8
Davis,960,77,48,2
Van Buren,876,48,25,1
Ringgold,821,30,24,1
Fremont,816,54,27,0
Audubon,800,36,24,1
Osceola,716,91,77,0
Wayne,684,39,26,2
Adams,461,20,17,0
