EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,104544,12221,9377,222
Linn,40156,2847,2336,92
Johnson,29885,3095,1872,26
Scott,29015,2082,1584,19
Black Hawk,28142,3613,2896,72
Woodbury,24017,4017,3571,55
Dubuque,23476,1955,1457,36
Story,23398,1897,1101,16
Dallas,20429,2196,1741,37
Pottawattamie,17283,1561,1274,34
Webster,10027,715,618,8
Warren,9759,692,511,5
Marshall,9402,1603,1361,29
Cerro Gordo,9289,733,548,20
Buena Vista,8288,1822,1770,12
Muscatine,7714,940,751,49
Pending Investigation,7632,18,0,0
Clinton,7382,738,298,9
Wapello,6602,1043,898,46
Des Moines,6173,496,134,5
Jasper,5756,539,426,30
Sioux,5386,848,584,3
Plymouth,4816,666,427,17
Marion,4802,384,199,0
Boone,4689,328,229,4
Lee,4350,334,87,5
Dickinson,4310,412,364,5
Bremer,4093,278,176,7
Carroll,4091,325,192,2
Crawford,4058,808,706,3
Benton,3947,187,132,1
Wright,3737,496,430,1
Tama,3676,604,507,29
Washington,3538,320,293,11
Mahaska,3517,202,137,18
Buchanan,3405,169,103,1
Henry,3240,218,106,4
Fayette,3155,132,77,1
Floyd,3129,191,169,3
Hamilton,3047,249,231,2
Jackson,3043,190,132,1
Mills,3025,121,78,1
Winneshiek,2997,197,96,1
Iowa,2994,111,84,1
Clay,2957,236,168,2
Jones,2953,165,121,2
Hardin,2953,217,158,1
Delaware,2906,186,139,3
Cedar,2817,146,117,1
Madison,2717,154,96,2
Clayton,2636,172,120,3
Butler,2575,175,140,2
Poweshiek,2476,179,148,8
Union,2450,93,64,3
Kossuth,2440,115,77,0
Allamakee,2322,170,142,4
Winnebago,2286,152,73,6
Jefferson,2270,111,75,0
O'Brien,2221,178,126,7
Page,2190,107,106,0
Grundy,2162,118,72,1
Mitchell,2138,91,76,0
Franklin,2095,281,244,16
Hancock,2065,141,124,2
Guthrie,2059,161,124,5
Louisa,2056,386,361,14
Cass,2001,111,98,2
Cherokee,1944,134,118,1
Sac,1918,103,81,0
Chickasaw,1904,95,77,0
Calhoun,1893,105,82,2
Harrison,1890,140,110,1
Shelby,1856,211,196,1
Appanoose,1834,71,56,3
Clarke,1782,224,175,3
Humboldt,1756,102,87,2
Emmet,1748,217,180,7
Palo Alto,1666,107,74,0
Montgomery,1516,71,59,4
Howard,1495,116,52,2
Greene,1445,55,38,0
Pocahontas,1374,124,110,2
Monona,1313,105,89,1
Worth,1285,77,58,0
Lyon,1270,140,124,2
Keokuk,1240,55,27,1
Adair,1206,43,20,1
Decatur,1102,39,24,0
Lucas,1092,85,38,5
Ida,1071,39,29,0
Taylor,1007,107,101,0
Monroe,989,93,58,8
Davis,976,78,48,2
Van Buren,904,49,30,1
Fremont,828,55,32,0
Ringgold,828,30,25,1
Audubon,822,36,27,1
Osceola,727,93,78,0
Wayne,697,39,26,2
Adams,475,20,17,0
