EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Lyon,748,58,41,0
Osceola,484,69,50,0
Dickinson,2923,307,190,3
Emmet,1050,96,63,0
Allamakee,1589,138,117,4
Kossuth,1374,41,24,0
Winneshiek,1601,49,25,0
Howard,965,37,17,0
Winnebago,999,36,22,0
Mitchell,1321,45,35,0
Worth,688,23,10,0
Sioux,3214,503,405,0
O'Brien,1342,96,71,1
Clay,2046,150,99,1
Palo Alto,1161,53,33,0
Hancock,1337,60,45,1
Cerro Gordo,5407,290,65,1
Chickasaw,1219,30,28,0
Floyd,2014,82,57,2
Clayton,1657,50,36,3
Fayette,2075,57,31,0
Plymouth,3116,349,277,5
Cherokee,1323,83,69,1
Buena Vista,7290,1737,1599,11
Pocahontas,979,107,51,1
Humboldt,997,60,48,1
Wright,2812,397,304,1
Bremer,2603,112,79,7
Franklin,1346,105,62,0
Butler,1694,70,52,2
Dubuque,15176,961,429,23
Delaware,1573,56,48,1
Webster,5763,374,156,5
Buchanan,2190,64,40,1
Black Hawk,18640,2510,1882,59
Woodbury,17760,3342,3099,44
Ida,728,23,21,0
Sac,1374,68,59,0
Calhoun,1253,64,41,2
Hamilton,2122,201,177,1
Hardin,2026,91,45,0
Grundy,1352,48,27,0
Jackson,1623,61,18,0
Jones,1710,71,56,0
Linn,23320,1384,1110,83
Benton,2345,75,54,1
Tama,2602,486,409,29
Monona,970,78,55,0
Crawford,3118,680,626,3
Carroll,2295,115,91,1
Greene,910,31,23,0
Boone,3065,169,119,1
Story,9566,860,445,5
Marshall,6433,1096,951,19
Clinton,3784,136,69,1
Cedar,1872,96,70,1
Harrison,1195,61,47,0
Shelby,1193,119,109,0
Audubon,539,18,15,1
Guthrie,1189,76,57,4
Johnson,18380,1449,851,8
Dallas,12173,1402,1073,31
Iowa,1999,63,44,1
Polk,61832,7437,5284,185
Poweshiek,1407,112,95,8
Jasper,3518,350,275,17
Scott,16849,1063,598,10
Muscatine,5314,690,559,45
Pottawattamie,11255,830,667,12
Cass,972,28,19,0
Washington,2504,251,218,9
Adair,604,17,12,0
Keokuk,851,23,17,1
Warren,5584,325,229,1
Madison,1556,55,37,2
Mahaska,1537,119,99,17
Marion,2251,83,61,0
Louisa,1539,365,342,13
Mills,2137,51,32,0
Montgomery,871,14,8,2
Adams,312,8,8,0
Henry,1901,93,78,3
Jefferson,1380,62,48,0
Union,1499,39,28,0
Wapello,4443,715,670,31
Clarke,1157,143,116,3
Lucas,576,35,24,4
Monroe,582,52,43,7
Des Moines,3112,101,81,2
Fremont,459,11,6,0
Page,1302,22,20,0
Taylor,696,81,75,0
Ringgold,580,16,12,1
Van Buren,483,21,16,0
Davis,626,42,34,1
Decatur,478,13,9,0
Wayne,362,11,6,0
Appanoose,970,22,18,3
Lee,2160,54,43,2
Pending Investigation,0,34,3,0
