EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Lyon,1039,107,89,0
Osceola,615,78,67,0
Dickinson,3801,378,282,4
Emmet,1495,182,110,2
Allamakee,2013,150,134,4
Kossuth,1964,79,42,0
Winneshiek,2230,88,58,1
Howard,1246,49,37,0
Winnebago,1523,77,36,0
Mitchell,1852,78,67,0
Worth,1100,65,22,0
Sioux,4117,605,496,2
O'Brien,1875,132,95,1
Clay,2496,173,141,1
Palo Alto,1419,80,50,0
Hancock,1769,118,93,2
Cerro Gordo,7820,582,267,17
Chickasaw,1588,51,46,0
Floyd,2533,131,91,2
Clayton,2153,98,76,3
Fayette,2600,81,55,0
Plymouth,3979,444,337,8
Cherokee,1653,99,88,1
Buena Vista,7823,1787,1724,12
Pocahontas,1179,114,101,1
Humboldt,1258,92,75,1
Wright,3194,447,394,1
Bremer,3394,193,103,7
Franklin,1716,227,153,6
Butler,2184,115,97,2
Dubuque,19937,1572,835,31
Delaware,2122,91,79,1
Webster,6719,737,358,7
Buchanan,2823,115,61,1
Black Hawk,23894,3033,2376,62
Woodbury,21119,3662,3283,51
Ida,883,29,23,0
Sac,1673,81,66,0
Calhoun,1537,82,72,2
Hamilton,2547,243,220,1
Hardin,2526,167,92,0
Grundy,1792,74,45,1
Jackson,2597,146,53,1
Jones,2488,125,75,2
Linn,32725,2161,1690,87
Benton,3312,145,93,1
Tama,3178,541,451,29
Monona,1140,90,78,0
Crawford,3601,722,674,3
Carroll,3282,183,155,1
Greene,1211,38,33,0
Boone,3881,231,166,2
Story,14153,1124,846,14
Marshall,8199,1399,1067,25
Clinton,5620,328,127,3
Cedar,2388,120,92,1
Harrison,1553,99,74,0
Shelby,1566,173,139,1
Audubon,702,28,15,1
Guthrie,1713,128,85,5
Johnson,24224,1979,1439,15
Dallas,16643,1803,1327,35
Iowa,2602,92,61,1
Polk,84479,9836,7007,204
Poweshiek,1999,150,108,8
Jasper,4669,458,346,25
Scott,23823,1622,984,12
Muscatine,6616,832,708,48
Pottawattamie,14734,1241,857,23
Cass,1404,48,35,1
Washington,3058,288,267,10
Adair,920,22,17,0
Keokuk,1058,31,21,1
Warren,7755,539,311,1
Madison,2184,107,53,2
Mahaska,2025,137,108,17
Marion,3294,157,128,0
Louisa,1810,379,350,14
Mills,2674,83,46,0
Montgomery,1221,45,32,3
Adams,415,16,10,0
Henry,2597,114,85,3
Jefferson,1826,77,63,0
Union,2087,76,37,1
Wapello,5660,852,755,32
Clarke,1478,189,136,3
Lucas,789,51,30,4
Monroe,804,69,45,7
Des Moines,4219,139,93,2
Fremont,666,35,10,0
Page,1857,77,61,0
Taylor,862,94,87,0
Ringgold,712,21,20,1
Van Buren,702,34,21,1
Davis,788,50,41,1
Decatur,599,22,14,0
Wayne,467,18,10,1
Appanoose,1399,43,36,3
Lee,2858,97,52,3
Pending Investigation,0,0,0,0
