EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Lyon,1002,99,78,0
Osceola,601,77,63,0
Dickinson,3688,371,261,4
Emmet,1459,178,102,1
Allamakee,1970,149,132,4
Kossuth,1894,77,35,0
Winneshiek,2135,77,55,1
Howard,1217,47,35,0
Winnebago,1490,71,32,0
Mitchell,1810,76,66,0
Worth,1065,59,21,0
Sioux,3992,588,475,2
O'Brien,1664,116,90,1
Clay,2439,168,136,1
Palo Alto,1388,74,46,0
Hancock,1720,114,89,2
Cerro Gordo,7656,574,221,17
Chickasaw,1512,48,45,0
Floyd,2442,109,90,2
Clayton,2094,94,68,3
Fayette,2527,77,49,0
Plymouth,3900,439,321,8
Cherokee,1618,97,82,1
Buena Vista,7749,1782,1709,12
Pocahontas,1146,113,95,1
Humboldt,1211,87,72,1
Wright,3127,439,385,1
Bremer,3302,182,90,7
Franklin,1679,211,119,4
Butler,2128,111,89,2
Dubuque,19447,1489,719,28
Delaware,2026,87,69,1
Webster,6568,699,354,5
Buchanan,2726,105,58,1
Black Hawk,23293,2971,2246,62
Woodbury,20647,3627,3238,49
Ida,858,29,23,0
Sac,1624,79,65,0
Calhoun,1492,81,69,2
Hamilton,2498,237,219,1
Hardin,2466,161,81,0
Grundy,1739,72,39,1
Jackson,2514,134,36,1
Jones,2368,122,67,1
Linn,31349,2008,1572,87
Benton,3164,130,88,1
Tama,3111,534,441,29
Monona,1117,90,76,0
Crawford,3507,708,672,3
Carroll,3168,175,144,1
Greene,1176,38,31,0
Boone,3763,227,152,2
Story,12209,1093,807,13
Marshall,7981,1375,1042,24
Clinton,5312,294,113,3
Cedar,2298,117,84,1
Harrison,1508,92,68,0
Shelby,1519,156,131,1
Audubon,688,28,15,1
Guthrie,1667,125,80,5
Johnson,23394,1887,1363,15
Dallas,16006,1752,1269,35
Iowa,2527,88,52,1
Polk,81629,9538,6564,201
Poweshiek,1885,141,105,8
Jasper,4527,450,334,24
Scott,23015,1563,863,12
Muscatine,6413,809,691,47
Pottawattamie,14287,1171,779,21
Cass,1320,42,34,1
Washington,2969,285,261,10
Adair,886,20,16,0
Keokuk,1026,30,21,1
Warren,7418,510,292,1
Madison,2097,96,51,2
Mahaska,1951,134,104,17
Marion,3166,147,106,0
Louisa,1781,378,349,14
Mills,2636,77,38,0
Montgomery,1185,42,29,3
Adams,398,15,10,0
Henry,2523,110,83,3
Jefferson,1753,75,63,0
Union,2014,67,31,1
Wapello,5488,827,743,31
Clarke,1430,178,130,3
Lucas,734,42,28,4
Monroe,772,66,45,7
Des Moines,4096,144,88,2
Fremont,644,34,10,0
Page,1748,69,38,0
Taylor,837,93,83,0
Ringgold,697,21,20,1
Van Buren,653,29,18,1
Davis,764,49,39,1
Decatur,578,21,11,0
Wayne,442,15,10,1
Appanoose,1356,40,32,3
Lee,2772,89,52,3
Pending Investigation,0,5,0,0
