EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,132261,16038,13417,262
Linn,51020,4109,3124,113
Johnson,39758,5168,4061,27
Scott,37430,3051,2267,28
Black Hawk,35232,4513,3775,90
Woodbury,31423,5563,4159,67
Story,30015,3465,2543,17
Dubuque,30007,3341,2054,41
Dallas,25774,2811,2363,38
Pottawattamie,21436,2164,1758,39
Warren,12684,967,795,6
Webster,12105,1313,1100,14
Cerro Gordo,11448,1063,839,21
Marshall,11320,1792,1638,34
Clinton,9829,1134,855,21
Muscatine,9544,1121,932,55
Buena Vista,9318,2000,1819,12
Des Moines,8873,800,588,8
Wapello,8307,1340,1210,57
Jasper,8041,866,574,32
Sioux,7796,1688,924,3
Marion,7004,769,703,7
Plymouth,6710,1174,767,21
Lee,6418,644,459,7
Boone,6400,521,347,8
Carroll,5730,687,433,5
Benton,5406,331,212,1
Bremer,5394,503,343,7
Dickinson,5293,530,426,6
Crawford,5261,1103,837,5
Henry,5161,765,298,4
Washington,5073,474,353,11
Mahaska,4905,418,303,19
Wright,4535,596,530,1
Tama,4500,745,645,32
Buchanan,4471,288,178,1
Winneshiek,4310,340,249,6
Fayette,4158,232,146,2
Iowa,4001,221,117,1
Jackson,3965,356,216,3
Jones,3941,284,174,3
Delaware,3922,430,349,3
Cedar,3920,253,156,1
Floyd,3904,355,300,3
Hardin,3897,307,238,1
Clay,3787,334,236,4
Poweshiek,3738,310,203,8
Hamilton,3683,333,309,3
Mills,3679,183,137,1
Madison,3520,228,184,2
Kossuth,3512,280,125,0
Butler,3387,276,253,2
Clayton,3295,266,237,3
Union,3107,140,88,3
O'Brien,3082,398,211,9
Winnebago,3032,322,190,13
Pending Investigation,2915,11,0,0
Allamakee,2912,265,177,6
Jefferson,2870,139,118,1
Cherokee,2838,255,141,2
Harrison,2838,256,164,3
Grundy,2833,224,138,3
Mitchell,2800,192,117,0
Page,2740,171,153,0
Sac,2730,265,125,0
Cass,2706,169,137,2
Guthrie,2697,253,171,7
Appanoose,2625,142,118,3
Chickasaw,2622,269,240,1
Calhoun,2617,188,166,3
Hancock,2601,198,181,2
Louisa,2564,433,382,15
Franklin,2561,351,313,18
Shelby,2405,269,245,1
Clarke,2343,268,239,3
Humboldt,2301,192,171,3
Emmet,2190,270,215,10
Palo Alto,2163,206,116,0
Howard,2092,192,135,7
Greene,2057,103,59,0
Lyon,1940,365,183,4
Montgomery,1936,97,84,5
Monona,1932,161,108,1
Pocahontas,1771,165,133,2
Keokuk,1757,115,66,1
Worth,1695,109,83,0
Lucas,1647,156,93,6
Adair,1565,73,48,1
Decatur,1557,67,48,0
Ida,1532,127,45,1
Monroe,1386,161,108,11
Davis,1327,128,86,4
Fremont,1264,121,61,0
Taylor,1234,133,115,1
Van Buren,1214,117,102,1
Audubon,1212,87,37,1
Ringgold,1182,53,44,2
Wayne,1109,87,76,2
Osceola,1062,170,102,0
Adams,649,33,28,0
