EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,147670,17923,15166,281
Linn,59349,5024,3763,124
Johnson,44378,5624,4968,30
Scott,43684,4032,2807,33
Black Hawk,39471,5177,4300,96
Woodbury,36164,6795,5048,88
Dubuque,34385,4665,2913,52
Story,32498,3834,3300,17
Dallas,29033,3285,2672,43
Pottawattamie,25154,2942,2151,44
Warren,14380,1143,933,6
Webster,13596,1667,1224,14
Cerro Gordo,12773,1233,993,23
Marshall,12413,1925,1731,36
Clinton,11261,1347,1055,25
Muscatine,11116,1323,1024,57
Des Moines,10808,1209,744,9
Buena Vista,10082,2195,1939,12
Jasper,9249,1020,756,34
Wapello,9230,1470,1344,62
Sioux,9190,2286,1392,11
Lee,8046,868,599,9
Marion,7921,921,839,10
Plymouth,7769,1534,1046,25
Boone,7221,673,480,8
Carroll,6693,1024,632,8
Benton,6433,500,294,1
Bremer,6072,611,465,7
Washington,6011,606,440,11
Dickinson,5978,684,479,7
Henry,5924,975,655,5
Crawford,5860,1306,1004,12
Mahaska,5731,612,384,22
Buchanan,5085,391,253,3
Winneshiek,5013,432,335,9
Tama,5013,894,685,36
Wright,4930,680,567,1
Pending Investigation,4858,31,0,0
Fayette,4738,339,201,2
Jackson,4663,527,313,3
Jones,4619,405,249,3
Cedar,4612,384,237,5
Iowa,4548,375,191,6
Poweshiek,4522,428,303,11
Delaware,4510,676,511,8
Clay,4416,482,294,4
Hardin,4382,428,286,5
Mills,4355,336,173,1
Floyd,4302,412,370,11
Hamilton,4168,435,358,3
Kossuth,4109,421,235,0
Madison,4035,339,207,2
Butler,3789,342,309,2
Clayton,3667,351,292,3
Union,3637,209,178,3
O'Brien,3555,577,312,10
Harrison,3516,571,193,8
Winnebago,3412,425,272,16
Cass,3386,303,222,2
Page,3309,345,258,0
Jefferson,3269,189,133,1
Allamakee,3240,327,242,8
Cherokee,3224,363,212,2
Grundy,3145,279,212,4
Sac,3115,361,219,3
Guthrie,3079,367,224,14
Mitchell,3077,229,183,0
Appanoose,2997,198,133,3
Louisa,2978,490,409,15
Hancock,2947,278,217,4
Calhoun,2941,259,218,3
Chickasaw,2879,320,306,1
Franklin,2778,371,333,18
Shelby,2771,341,298,1
Humboldt,2636,283,215,3
Emmet,2628,399,246,14
Clarke,2622,308,249,3
Palo Alto,2476,285,169,1
Greene,2405,171,93,0
Lyon,2393,511,263,7
Howard,2362,247,175,8
Montgomery,2209,154,131,5
Monona,2173,227,152,1
Pocahontas,1981,203,150,2
Keokuk,1938,138,99,1
Lucas,1903,179,148,6
Worth,1894,126,103,0
Adair,1861,125,64,1
Decatur,1799,124,58,0
Ida,1729,176,103,2
Monroe,1680,237,140,11
Davis,1524,155,117,4
Fremont,1475,178,91,1
Taylor,1469,220,132,2
Audubon,1377,128,65,1
Van Buren,1375,156,107,2
Ringgold,1341,81,59,2
Osceola,1292,248,138,0
Wayne,1288,111,92,3
Adams,798,67,35,0
