EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,107623,13235,9623,225
Linn,40922,2959,2405,94
Johnson,31347,3740,1928,26
Scott,29666,2184,1638,21
Black Hawk,28665,3768,2940,74
Story,24337,2341,1129,16
Woodbury,24245,4105,3602,56
Dubuque,23964,2027,1523,36
Dallas,20883,2372,1783,39
Pottawattamie,17545,1626,1329,34
Webster,10168,1005,632,8
Warren,10002,772,534,5
Marshall,9451,1637,1384,32
Cerro Gordo,9441,821,565,20
Buena Vista,8315,1825,1773,12
Muscatine,7816,954,780,51
Pending Investigation,7802,16,1,0
Clinton,7638,814,322,10
Wapello,6737,1076,902,49
Des Moines,6601,554,138,5
Jasper,5925,580,432,30
Sioux,5519,889,594,3
Marion,5038,465,205,0
Plymouth,4985,726,435,18
Boone,4826,343,231,4
Lee,4596,400,94,5
Dickinson,4387,424,367,6
Carroll,4229,377,197,2
Bremer,4167,294,186,7
Crawford,4087,831,715,3
Benton,4041,200,145,1
Wright,3747,517,431,1
Tama,3694,622,511,29
Mahaska,3631,214,145,18
Washington,3603,335,296,11
Henry,3508,277,110,4
Buchanan,3472,174,108,1
Fayette,3206,138,81,1
Floyd,3196,214,171,3
Jackson,3103,205,139,1
Hamilton,3095,279,231,2
Winneshiek,3082,215,113,3
Mills,3067,128,83,1
Iowa,3026,112,89,1
Hardin,3015,230,166,1
Clay,3006,236,171,3
Jones,3000,169,130,2
Delaware,2993,212,151,3
Cedar,2897,153,121,1
Madison,2793,164,104,2
Poweshiek,2753,183,155,8
Clayton,2673,179,140,3
Butler,2662,201,156,2
Kossuth,2511,120,79,0
Union,2508,93,68,3
Winnebago,2390,159,78,8
Allamakee,2345,174,147,4
Jefferson,2320,117,76,0
O'Brien,2292,195,127,7
Page,2228,111,107,0
Mitchell,2207,107,76,0
Grundy,2204,126,73,1
Franklin,2132,295,245,17
Hancock,2119,154,126,2
Guthrie,2098,172,126,5
Louisa,2090,396,362,14
Cass,2032,112,98,2
Sac,1973,113,82,0
Cherokee,1963,139,123,2
Chickasaw,1963,107,80,0
Harrison,1947,147,117,1
Calhoun,1932,125,87,2
Appanoose,1899,82,61,3
Shelby,1868,215,205,1
Clarke,1832,239,183,3
Humboldt,1795,153,89,2
Emmet,1784,220,181,8
Palo Alto,1695,112,79,0
Howard,1546,131,54,2
Montgomery,1545,76,61,5
Greene,1479,54,38,0
Pocahontas,1389,130,110,2
Monona,1344,107,92,1
Worth,1307,79,62,0
Lyon,1293,148,129,2
Keokuk,1260,59,29,1
Adair,1254,49,21,1
Lucas,1127,93,43,5
Decatur,1118,44,24,0
Ida,1089,40,29,0
Monroe,1032,105,59,8
Taylor,1025,113,102,1
Davis,995,81,48,2
Van Buren,949,101,32,1
Ringgold,851,32,26,1
Audubon,847,41,27,1
Fremont,840,58,35,0
Osceola,749,98,79,0
Wayne,713,47,29,2
Adams,490,22,17,0
