EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,169116,23818,16973,297
Linn,72171,9139,4576,140
Scott,51673,6696,3705,51
Johnson,50452,7182,5445,33
Black Hawk,45183,7751,4834,108
Woodbury,40376,8441,6370,102
Dubuque,39116,6898,4213,69
Story,35794,4837,3709,18
Dallas,33110,4458,3080,51
Pottawattamie,29079,4103,2839,49
Warren,16665,1734,1064,9
Webster,15055,2428,1554,18
Cerro Gordo,14842,2074,1160,30
Marshall,13828,2598,1839,37
Des Moines,13298,2013,1019,13
Clinton,13191,2074,1263,30
Muscatine,13004,1934,1183,60
Buena Vista,10797,2530,2135,13
Jasper,10793,1577,943,34
Sioux,10443,2927,2110,20
Wapello,10364,1876,1455,65
Lee,9510,1361,768,14
Marion,9216,1405,1000,13
Plymouth,8881,2126,1360,34
Boone,8176,933,614,10
Benton,7864,1040,410,6
Carroll,7666,1473,916,14
Washington,7181,883,551,12
Bremer,7139,1129,568,11
Henry,6828,1327,918,7
Dickinson,6732,955,627,9
Pending Investigation,6652,245,0,0
Mahaska,6543,939,518,26
Jones,6372,1434,357,4
Crawford,6325,1500,1224,15
Buchanan,5887,711,349,5
Winneshiek,5862,636,446,9
Jackson,5652,1018,455,5
Tama,5636,1177,813,38
Cedar,5538,694,303,9
Wright,5495,923,663,1
Fayette,5474,597,292,6
Poweshiek,5242,662,456,11
Iowa,5220,619,315,11
Delaware,5189,1043,585,16
Hardin,5116,705,377,8
Clay,5082,732,429,4
Mills,4933,625,286,3
Floyd,4827,589,454,11
Kossuth,4726,646,378,1
Hamilton,4619,595,473,6
Madison,4517,467,314,4
Butler,4356,596,430,3
Clayton,4334,691,371,4
O'Brien,4264,964,513,19
Union,4193,379,254,6
Harrison,4070,828,486,21
Jefferson,4006,354,171,1
Winnebago,3964,630,353,20
Cass,3959,583,365,10
Page,3885,685,408,1
Allamakee,3660,508,288,9
Calhoun,3653,659,313,5
Cherokee,3644,529,334,3
Appanoose,3580,432,187,3
Grundy,3563,499,253,6
Hancock,3539,535,294,6
Sac,3527,543,333,5
Mitchell,3514,435,211,2
Guthrie,3508,506,325,15
Louisa,3480,632,450,15
Chickasaw,3291,492,396,1
Shelby,3202,530,430,2
Franklin,3131,478,365,19
Humboldt,3085,480,281,3
Emmet,3034,519,349,21
Clarke,2944,399,288,3
Palo Alto,2852,421,263,2
Lyon,2708,658,469,8
Greene,2695,290,153,0
Howard,2623,330,210,9
Montgomery,2563,275,202,7
Monona,2425,299,210,2
Keokuk,2414,318,132,1
Pocahontas,2334,361,190,2
Adair,2256,284,101,3
Lucas,2197,252,161,6
Worth,2195,207,120,0
Decatur,2104,218,102,0
Ida,1987,313,164,3
Monroe,1912,322,183,12
Davis,1815,264,142,4
Taylor,1679,323,206,2
Fremont,1673,255,169,2
Van Buren,1635,240,136,2
Audubon,1586,228,115,1
Ringgold,1539,124,88,2
Osceola,1527,362,223,0
Wayne,1451,230,118,4
Adams,926,105,60,1
