EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,86386,10077,7373,206
Linn,33650,2289,1781,87
Johnson,24785,2036,1480,16
Scott,24400,1658,1112,14
Black Hawk,24379,3089,2456,63
Woodbury,21367,3694,3310,51
Dubuque,20406,1636,961,31
Dallas,17054,1854,1401,35
Story,15533,1145,868,14
Pottawattamie,15095,1288,908,26
Marshall,8343,1427,1079,25
Cerro Gordo,7988,596,321,17
Warren,7939,548,336,1
Buena Vista,7895,1792,1731,12
Webster,6807,773,486,7
Muscatine,6729,841,727,48
Pending Investigation,5849,2,0,0
Clinton,5803,364,137,3
Wapello,5779,872,772,33
Jasper,4796,468,358,26
Des Moines,4362,154,99,2
Sioux,4187,614,505,3
Plymouth,4047,453,345,8
Boone,3963,246,170,2
Dickinson,3869,377,294,4
Crawford,3641,726,679,3
Bremer,3488,206,108,7
Benton,3390,146,101,1
Marion,3383,164,135,0
Carroll,3334,185,163,1
Wright,3244,459,401,1
Tama,3224,546,457,29
Washington,3111,293,268,10
Lee,3008,108,53,3
Buchanan,2896,124,63,1
Mills,2719,85,48,0
Iowa,2652,94,62,1
Jackson,2647,148,65,1
Fayette,2643,82,59,0
Henry,2643,119,90,3
Floyd,2595,145,94,2
Hamilton,2582,244,225,1
Hardin,2580,178,99,0
Jones,2547,127,79,2
Clay,2538,177,149,1
Cedar,2440,128,93,1
Delaware,2359,100,83,1
Winneshiek,2289,91,60,1
Madison,2251,114,62,2
Butler,2237,119,103,2
Clayton,2211,104,78,3
Union,2129,75,38,1
Mahaska,2066,139,109,17
Poweshiek,2056,154,109,8
Allamakee,2047,155,137,4
Kossuth,2007,84,49,0
O'Brien,1900,135,99,2
Jefferson,1893,81,64,0
Page,1890,85,67,0
Mitchell,1876,78,67,0
Louisa,1828,380,352,14
Grundy,1819,76,47,1
Hancock,1797,121,101,2
Franklin,1764,235,176,9
Guthrie,1746,131,97,5
Sac,1699,82,69,0
Cherokee,1685,103,89,1
Chickasaw,1634,54,47,0
Shelby,1616,179,141,1
Harrison,1585,102,81,0
Winnebago,1558,77,45,0
Calhoun,1555,83,73,2
Cass,1531,51,38,1
Emmet,1531,190,119,2
Clarke,1504,195,138,3
Appanoose,1450,49,36,3
Palo Alto,1440,80,54,0
Montgomery,1327,54,33,4
Humboldt,1282,104,77,1
Howard,1268,49,37,0
Greene,1234,39,33,0
Pocahontas,1192,115,105,1
Monona,1159,91,79,0
Worth,1119,65,27,0
Keokuk,1074,33,22,1
Lyon,1059,109,93,2
Adair,944,27,17,0
Ida,888,29,23,0
Taylor,877,96,88,0
Monroe,819,69,46,7
Lucas,818,58,32,4
Davis,806,53,42,1
Van Buren,725,35,21,1
Ringgold,720,21,20,1
Audubon,710,28,15,1
Fremont,696,37,12,0
Osceola,628,79,69,0
Decatur,608,23,15,0
Wayne,478,19,12,1
Adams,422,16,10,0
