EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,126035,15338,11693,256
Linn,47996,3790,2935,106
Johnson,37986,5001,2602,27
Scott,35252,2812,2033,27
Black Hawk,33372,4356,3450,86
Story,28834,3288,1628,17
Woodbury,28763,5013,3927,61
Dubuque,28028,2813,1886,40
Dallas,24542,2693,2090,38
Pottawattamie,20229,2000,1612,37
Warren,11994,930,657,6
Webster,11486,1196,709,14
Cerro Gordo,10930,1000,710,21
Marshall,10597,1762,1541,34
Clinton,9276,1072,687,18
Buena Vista,9019,1950,1804,12
Muscatine,8998,1065,879,52
Des Moines,8390,739,459,7
Wapello,7896,1267,1112,57
Jasper,7367,771,502,32
Sioux,6824,1354,796,3
Marion,6525,722,541,5
Plymouth,6199,1055,610,20
Lee,5933,597,298,7
Boone,5889,469,316,7
Carroll,5352,634,302,5
Dickinson,4974,486,397,6
Bremer,4961,462,258,7
Benton,4902,287,180,1
Crawford,4818,1003,792,4
Henry,4738,609,205,4
Washington,4598,432,325,11
Mahaska,4597,342,245,19
Tama,4212,692,580,31
Wright,4188,563,494,1
Buchanan,4156,244,163,1
Winneshiek,3885,298,218,5
Fayette,3822,196,124,1
Floyd,3711,301,238,3
Jackson,3681,303,181,3
Iowa,3668,188,106,1
Jones,3660,245,156,3
Delaware,3657,339,282,3
Cedar,3609,223,146,1
Clay,3524,295,228,3
Hamilton,3501,315,256,3
Hardin,3497,282,212,1
Mills,3479,168,117,1
Poweshiek,3365,248,189,8
Madison,3317,205,155,2
Kossuth,3240,229,113,0
Butler,3152,261,234,2
Clayton,3086,233,203,3
Union,2941,122,85,3
Winnebago,2869,275,138,11
O'Brien,2772,306,169,9
Allamakee,2763,247,164,5
Mitchell,2663,183,89,0
Grundy,2658,205,113,2
Jefferson,2655,134,104,1
Page,2555,142,137,0
Guthrie,2551,227,157,5
Harrison,2529,180,152,2
Cherokee,2477,198,133,2
Sac,2469,215,101,0
Chickasaw,2468,221,184,0
Hancock,2465,173,155,2
Appanoose,2443,123,104,3
Franklin,2432,339,281,17
Cass,2419,135,114,2
Louisa,2409,425,368,15
Calhoun,2350,171,121,2
Shelby,2244,242,229,1
Clarke,2185,255,216,3
Humboldt,2130,174,104,3
Pending Investigation,2078,21,0,0
Emmet,2073,252,204,10
Palo Alto,2024,163,104,0
Howard,1935,182,103,5
Greene,1832,88,48,0
Montgomery,1816,87,80,5
Lyon,1689,255,169,3
Monona,1667,138,102,1
Pocahontas,1615,152,119,2
Keokuk,1607,91,46,1
Worth,1568,103,75,0
Lucas,1514,145,78,6
Adair,1481,67,42,1
Ida,1405,97,36,0
Decatur,1403,59,37,0
Monroe,1308,149,86,10
Davis,1213,114,74,4
Taylor,1182,124,108,1
Van Buren,1150,110,45,1
Ringgold,1063,43,34,2
Fremont,1053,87,54,0
Audubon,1038,65,35,1
Wayne,1032,83,60,2
Osceola,872,127,92,0
Adams,591,29,23,0
