EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,86840,10140,7520,207
Linn,33935,2319,1817,87
Johnson,24941,2055,1511,19
Scott,24819,1680,1159,14
Black Hawk,24476,3100,2485,66
Woodbury,21507,3712,3325,51
Dubuque,20517,1656,991,31
Dallas,17130,1860,1419,35
Story,16274,1152,879,14
Pottawattamie,15194,1297,941,26
Marshall,8392,1435,1090,26
Cerro Gordo,8009,599,348,17
Warren,7958,551,345,1
Buena Vista,7903,1791,1732,12
Webster,6829,793,491,7
Muscatine,6764,845,733,48
Pending Investigation,5885,4,0,0
Clinton,5865,372,146,3
Wapello,5801,876,772,33
Jasper,4835,472,361,26
Des Moines,4401,159,102,2
Sioux,4212,621,513,3
Plymouth,4072,455,353,9
Boone,3990,246,172,2
Dickinson,3891,378,303,4
Crawford,3656,726,681,3
Bremer,3524,213,109,7
Benton,3426,152,101,1
Marion,3418,166,136,0
Carroll,3347,185,163,1
Wright,3252,463,405,1
Tama,3240,548,462,29
Washington,3123,294,271,10
Lee,3032,108,54,3
Buchanan,2915,124,63,1
Mills,2742,87,52,0
Iowa,2676,96,63,1
Henry,2667,119,89,3
Jackson,2659,150,75,1
Fayette,2658,82,61,0
Floyd,2606,146,97,2
Hardin,2589,177,101,0
Hamilton,2587,245,225,1
Jones,2562,129,81,2
Clay,2555,181,151,1
Cedar,2459,129,95,1
Delaware,2372,103,84,1
Winneshiek,2302,95,60,1
Madison,2267,114,62,2
Butler,2248,119,104,2
Clayton,2221,104,79,3
Union,2149,76,39,1
Poweshiek,2085,157,110,8
Mahaska,2070,138,110,17
Allamakee,2055,154,137,4
Kossuth,2024,84,50,0
Page,1938,94,68,0
O'Brien,1919,137,100,2
Jefferson,1910,82,64,0
Mitchell,1878,78,67,0
Louisa,1833,378,352,14
Grundy,1824,78,50,1
Hancock,1806,121,102,2
Franklin,1773,237,175,10
Guthrie,1756,131,97,5
Sac,1708,83,69,0
Cherokee,1695,105,91,1
Chickasaw,1640,54,49,0
Shelby,1620,180,150,1
Harrison,1599,105,82,0
Cass,1566,61,40,1
Winnebago,1565,79,50,0
Calhoun,1556,83,73,2
Emmet,1537,190,121,4
Clarke,1513,197,138,3
Palo Alto,1454,82,55,0
Appanoose,1452,48,36,3
Montgomery,1344,59,35,4
Humboldt,1288,106,76,1
Howard,1274,49,37,0
Greene,1239,41,33,0
Pocahontas,1194,115,106,2
Monona,1164,91,79,0
Worth,1124,66,31,0
Keokuk,1077,34,22,1
Lyon,1069,111,93,2
Adair,960,28,17,0
Ida,894,29,23,0
Taylor,884,98,88,0
Lucas,828,60,32,4
Monroe,824,72,47,7
Davis,807,54,42,1
Van Buren,728,34,21,1
Ringgold,721,21,20,1
Audubon,711,28,15,1
Fremont,702,41,17,0
Osceola,636,82,71,0
Decatur,609,23,16,0
Wayne,482,19,12,1
Adams,424,16,10,0
