EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Lyon,845,73,53,0
Osceola,536,71,50,0
Dickinson,3297,335,221,3
Emmet,1237,116,71,0
Allamakee,1738,139,120,4
Kossuth,1627,68,30,0
Winneshiek,1859,57,39,1
Howard,1059,42,23,0
Winnebago,1243,58,25,0
Mitchell,1530,67,41,0
Worth,864,41,10,0
Sioux,3483,536,433,0
O'Brien,1495,106,77,1
Clay,2197,160,109,1
Palo Alto,1273,61,43,0
Hancock,1479,77,57,2
Cerro Gordo,6400,435,103,12
Chickasaw,1342,40,33,0
Floyd,2187,94,66,2
Clayton,1824,58,42,3
Fayette,2250,65,31,0
Plymouth,3450,378,283,6
Cherokee,1501,88,74,1
Buena Vista,7482,1754,1663,12
Pocahontas,1052,110,56,1
Humboldt,1094,70,56,1
Wright,2946,416,347,1
Bremer,2912,135,79,7
Franklin,1470,135,70,0
Butler,1881,81,64,2
Dubuque,17319,1192,470,23
Delaware,1746,66,56,1
Webster,6121,533,196,5
Buchanan,2386,73,42,1
Black Hawk,20544,2694,1934,60
Woodbury,18960,3463,3144,46
Ida,785,24,21,0
Sac,1498,73,60,0
Calhoun,1364,68,56,2
Hamilton,2285,212,189,1
Hardin,2184,105,55,0
Grundy,1500,57,31,0
Jackson,2027,94,24,0
Jones,1982,95,58,1
Linn,26244,1582,1230,87
Benton,2632,93,70,1
Tama,2814,509,417,29
Monona,1021,81,65,0
Crawford,3255,688,645,3
Carroll,2639,132,113,1
Greene,1056,37,29,0
Boone,3350,185,129,1
Story,10628,936,603,8
Marshall,6995,1187,974,20
Clinton,4366,176,76,2
Cedar,2069,103,71,1
Harrison,1325,69,50,0
Shelby,1294,125,120,0
Audubon,583,21,15,1
Guthrie,1421,103,62,5
Johnson,20565,1631,1002,10
Dallas,13866,1547,1101,34
Iowa,2164,65,47,1
Polk,70843,8387,5607,189
Poweshiek,1552,114,100,8
Jasper,3941,393,287,17
Scott,19598,1291,640,10
Muscatine,5775,731,619,45
Pottawattamie,12333,919,696,15
Cass,1079,30,26,0
Washington,2703,264,229,9
Adair,720,20,16,0
Keokuk,918,24,19,1
Warren,6381,408,236,1
Madison,1775,73,38,2
Mahaska,1706,129,100,17
Marion,2624,103,74,0
Louisa,1653,371,343,13
Mills,2316,58,32,0
Montgomery,998,19,14,2
Adams,355,12,8,0
Henry,2179,100,78,3
Jefferson,1508,66,50,0
Union,1730,56,29,1
Wapello,4705,738,674,31
Clarke,1259,152,121,3
Lucas,643,37,27,4
Monroe,666,59,43,7
Des Moines,3474,116,83,2
Fremont,515,14,6,0
Page,1421,32,20,0
Taylor,748,81,79,0
Ringgold,625,17,13,1
Van Buren,531,22,18,1
Davis,694,45,36,1
Decatur,512,15,11,0
Wayne,392,11,9,1
Appanoose,1152,34,18,3
Lee,2358,61,45,2
Pending Investigation,0,30,4,0
