EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,175176,26297,17547,302
Linn,75792,10729,4807,145
Scott,53828,7832,4041,56
Johnson,52550,7892,5554,34
Black Hawk,46642,8594,5038,112
Woodbury,41316,8913,6666,105
Dubuque,40061,7456,4569,77
Story,36883,5315,3801,18
Dallas,34429,5009,3211,53
Pottawattamie,29743,4452,3046,53
Warren,17366,2016,1129,9
Cerro Gordo,15540,2448,1196,31
Webster,15461,2737,1651,21
Marshall,14270,2857,1880,38
Clinton,13760,2392,1316,34
Des Moines,13732,2213,1164,13
Muscatine,13624,2172,1262,61
Jasper,11113,1718,978,35
Buena Vista,10982,2635,2174,13
Sioux,10740,3111,2256,22
Wapello,10627,2043,1483,68
Lee,9888,1518,842,14
Marion,9515,1534,1009,15
Plymouth,9116,2263,1482,34
Boone,8388,1027,654,10
Benton,8262,1243,473,9
Carroll,7913,1635,987,14
Washington,7525,1032,581,12
Bremer,7485,1343,604,12
Pending Investigation,7157,453,0,0
Henry,7133,1480,962,7
Dickinson,6942,1050,666,9
Mahaska,6710,1025,591,26
Jones,6648,1723,388,7
Crawford,6446,1581,1277,15
Buchanan,6137,837,378,6
Winneshiek,6086,706,473,9
Jackson,5838,1131,515,5
Tama,5811,1293,841,38
Cedar,5773,789,336,12
Fayette,5717,745,330,8
Wright,5646,984,680,3
Poweshiek,5492,775,463,11
Iowa,5430,714,356,11
Delaware,5366,1154,655,18
Hardin,5332,826,415,9
Clay,5302,834,469,4
Mills,5084,712,333,4
Floyd,5030,699,475,12
Kossuth,4873,726,411,1
Hamilton,4764,709,492,6
Madison,4654,521,332,4
Butler,4532,698,434,3
Clayton,4479,794,386,4
Union,4414,497,257,6
O'Brien,4401,1054,552,24
Jefferson,4328,458,185,1
Harrison,4143,864,553,24
Page,4111,866,425,1
Winnebago,4088,693,405,21
Cass,4056,621,408,13
Calhoun,3824,767,341,6
Allamakee,3791,575,317,9
Cherokee,3780,593,354,3
Appanoose,3773,560,201,3
Hancock,3724,621,316,6
Grundy,3714,589,268,6
Guthrie,3673,578,350,15
Mitchell,3669,529,220,3
Sac,3665,626,353,5
Louisa,3618,692,470,16
Chickasaw,3454,577,441,1
Shelby,3351,601,434,3
Franklin,3309,550,391,19
Humboldt,3189,549,293,3
Emmet,3159,586,374,21
Clarke,3020,412,302,4
Palo Alto,2955,479,281,3
Lyon,2819,749,497,8
Greene,2798,368,169,0
Howard,2737,382,234,9
Montgomery,2639,315,201,8
Keokuk,2546,412,134,2
Monona,2479,320,225,2
Pocahontas,2433,421,200,2
Adair,2335,322,127,4
Worth,2266,235,125,0
Lucas,2266,274,173,6
Decatur,2190,253,122,0
Ida,2065,363,173,6
Monroe,2001,352,221,12
Davis,1882,300,151,4
Van Buren,1734,276,148,3
Taylor,1729,353,213,2
Fremont,1710,271,175,2
Audubon,1632,244,127,1
Osceola,1603,413,251,0
Ringgold,1581,134,93,2
Wayne,1489,250,126,5
Adams,994,126,65,1
