EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Adair,170,6,2,0
Appanoose,278,8,4,3
Boone,1321,51,20,0
Carroll,478,8,6,0
Clarke,332,29,9,0
Dallas,4057,824,497,13
Davis,129,16,10,0
Decatur,184,0,0,0
Greene,286,13,14,0
Guthrie,369,42,27,3
Jasper,1688,249,188,15
Lucas,161,4,1,0
Madison,394,21,11,1
Mahaska,519,47,17,2
Marion,719,27,18,0
Marshall,3203,849,442,9
Monroe,199,27,4,2
Polk,19013,3482,1354,92
Poweshiek,496,86,66,8
Ringgold,110,2,0,0
Story,1847,88,63,1
Tama,1342,383,215,23
Union,303,4,1,0
Warren,1573,95,61,0
Wayne,94,1,1,0
Butler,388,15,12,0
Cerro Gordo,1775,20,13,1
Chickasaw,309,8,6,0
Floyd,632,15,8,1
Franklin,455,7,5,0
Hancock,355,10,3,0
Hardin,435,13,9,0
Kossuth,307,7,2,0
Mitchell,302,5,4,0
Winnebago,287,10,6,0
Worth,236,3,2,0
Wright,908,77,7,0
Buena Vista,1170,136,26,0
Calhoun,230,2,1,0
Cherokee,312,10,8,0
Clay,296,9,9,0
Dickinson,267,8,6,0
Emmet,217,7,1,0
Hamilton,611,15,9,0
Humboldt,248,10,7,0
Ida,196,8,4,0
Lyon,227,19,18,0
Monona,281,19,13,0
O'Brien,347,24,13,0
Osceola,161,30,22,0
Palo Alto,138,3,1,0
Plymouth,845,100,63,0
Pocahontas,152,3,2,0
Sac,317,8,4,0
Sioux,845,182,89,0
Webster,1220,21,10,1
Woodbury,9417,2462,1196,23
Adams,80,3,0,0
Audubon,181,11,8,1
Cass,273,6,1,0
Crawford,1518,440,233,2
Fremont,109,4,2,0
Harrison,357,18,17,0
Mills,613,14,11,0
Montgomery,216,5,5,0
Page,466,10,9,0
Pottawattamie,2488,193,98,4
Shelby,253,27,22,0
Taylor,148,5,1,0
Cedar,749,44,40,1
Clinton,1256,61,51,1
Des Moines,745,52,30,1
Henry,570,54,41,1
Iowa,546,32,26,0
Jackson,432,8,7,0
Jefferson,296,14,8,0
Johnson,6085,590,320,7
Keokuk,270,13,10,0
Lee,501,20,17,0
Louisa,991,327,209,7
Muscatine,2773,540,346,35
Scott,5229,328,283,9
Van Buren,135,8,8,0
Wapello,1746,459,120,3
Washington,1217,176,135,8
Allamakee,696,118,84,4
Benton,785,37,29,1
Black Hawk,7945,1661,930,37
Bremer,640,65,53,5
Buchanan,597,31,23,0
Clayton,520,30,24,3
Delaware,461,14,12,0
Dubuque,4102,304,143,16
Fayette,659,25,25,0
Grundy,376,20,12,0
Howard,281,12,10,0
Jones,608,36,33,0
Linn,7568,915,740,74
Winneshiek,618,21,18,0
Pending Investigation,311,3,0,0
