EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,103077,11954,9146,217
Linn,39624,2781,2297,91
Johnson,29058,2707,1816,24
Scott,28618,2025,1537,18
Black Hawk,27779,3536,2846,71
Woodbury,23755,3985,3545,54
Dubuque,23212,1920,1405,35
Story,22858,1705,1084,16
Dallas,20117,2135,1690,36
Pottawattamie,17086,1521,1233,32
Webster,9908,703,615,8
Warren,9620,666,491,5
Marshall,9293,1575,1331,28
Cerro Gordo,9191,724,538,20
Buena Vista,8241,1817,1765,12
Muscatine,7622,933,749,48
Pending Investigation,7538,12,0,0
Clinton,7199,697,269,7
Wapello,6548,1030,888,45
Des Moines,5872,438,130,3
Jasper,5678,527,419,30
Sioux,5243,806,569,3
Plymouth,4719,640,418,15
Boone,4633,322,224,3
Marion,4566,339,197,0
Dickinson,4254,404,359,5
Lee,4190,281,82,5
Bremer,4049,267,167,7
Crawford,4015,797,701,3
Carroll,4007,311,187,2
Benton,3898,183,132,1
Wright,3702,494,430,1
Tama,3635,590,495,29
Washington,3510,319,290,11
Mahaska,3428,195,125,18
Buchanan,3364,165,96,1
Henry,3166,205,104,4
Fayette,3117,127,75,1
Floyd,3090,188,165,3
Hamilton,3021,248,231,2
Jackson,3005,182,125,1
Mills,2991,118,75,1
Iowa,2975,107,80,1
Winneshiek,2952,187,93,1
Jones,2919,158,116,2
Clay,2918,233,168,2
Hardin,2914,214,148,1
Delaware,2847,178,138,2
Cedar,2781,146,110,1
Madison,2679,150,93,2
Clayton,2601,167,112,3
Butler,2544,168,136,2
Poweshiek,2444,177,143,8
Kossuth,2420,113,76,0
Union,2417,90,63,3
Allamakee,2307,168,141,4
Jefferson,2241,107,73,0
O'Brien,2186,170,123,7
Page,2164,105,102,0
Winnebago,2163,146,72,5
Grundy,2124,115,68,1
Mitchell,2102,91,76,0
Franklin,2064,274,239,16
Guthrie,2046,159,122,5
Hancock,2045,138,124,2
Louisa,2032,383,360,14
Cass,1958,105,95,2
Cherokee,1931,129,116,1
Sac,1904,103,79,0
Calhoun,1873,104,82,2
Chickasaw,1865,88,74,0
Harrison,1864,139,108,1
Shelby,1832,209,194,1
Appanoose,1813,68,55,3
Clarke,1766,218,168,3
Humboldt,1746,100,86,2
Emmet,1721,214,172,7
Palo Alto,1654,105,72,0
Montgomery,1501,68,59,4
Howard,1470,109,51,1
Greene,1425,49,38,0
Pocahontas,1368,122,110,2
Monona,1301,105,88,1
Worth,1269,75,58,0
Lyon,1252,136,122,2
Keokuk,1229,47,27,1
Adair,1196,43,20,1
Decatur,1090,37,24,0
Lucas,1077,83,36,5
Ida,1064,37,29,0
Taylor,989,107,101,0
Monroe,979,93,58,8
Davis,966,78,48,2
Van Buren,880,47,25,1
Ringgold,823,30,25,1
Fremont,820,54,27,0
Audubon,813,36,24,1
Osceola,720,93,77,0
Wayne,688,39,26,2
Adams,462,20,17,0
