EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,95161,10999,8387,211
Linn,36754,2559,2047,89
Scott,26946,1856,1351,15
Johnson,26741,2197,1676,21
Black Hawk,26130,3309,2656,66
Woodbury,22705,3816,3440,54
Dubuque,21961,1807,1209,31
Story,21353,1412,981,15
Dallas,18701,1993,1541,35
Pottawattamie,16277,1426,1061,30
Marshall,8910,1509,1188,27
Warren,8855,603,421,2
Cerro Gordo,8569,687,451,19
Buena Vista,8086,1804,1746,12
Webster,7656,889,638,8
Muscatine,7251,891,741,48
Pending Investigation,6600,6,0,0
Clinton,6526,520,185,4
Wapello,6202,959,818,38
Jasper,5269,499,396,28
Des Moines,5055,263,113,2
Sioux,4832,694,535,3
Boone,4366,294,190,3
Plymouth,4337,515,384,12
Dickinson,4097,391,337,4
Marion,3882,209,156,0
Crawford,3836,754,687,3
Bremer,3831,244,133,7
Benton,3676,171,108,1
Carroll,3622,223,166,2
Lee,3568,165,63,5
Tama,3467,563,483,29
Wright,3459,496,420,1
Washington,3317,309,278,10
Buchanan,3149,151,73,1
Henry,2911,166,98,4
Mills,2860,98,59,1
Fayette,2855,104,66,0
Floyd,2851,178,145,3
Jackson,2850,171,100,1
Iowa,2835,100,66,1
Clay,2786,215,161,1
Hardin,2752,195,126,0
Jones,2751,138,102,2
Hamilton,2721,262,249,1
Cedar,2630,137,102,1
Delaware,2617,137,110,1
Winneshiek,2580,109,81,1
Madison,2493,135,82,2
Butler,2410,140,116,2
Clayton,2398,120,93,3
Union,2315,88,54,2
Poweshiek,2276,163,120,8
Kossuth,2259,106,69,0
Mahaska,2249,146,117,17
Allamakee,2187,163,139,4
Jefferson,2098,92,67,0
Page,2097,101,91,0
O'Brien,2079,150,111,5
Mitchell,2008,83,69,0
Winnebago,1982,119,62,0
Grundy,1947,91,56,1
Louisa,1943,378,357,14
Hancock,1928,127,116,2
Franklin,1908,267,211,13
Guthrie,1907,147,110,5
Cass,1845,94,74,2
Cherokee,1822,113,101,1
Sac,1807,90,74,0
Chickasaw,1748,67,59,0
Shelby,1741,194,178,1
Harrison,1721,118,94,1
Calhoun,1671,95,78,2
Appanoose,1664,58,44,3
Emmet,1632,198,142,5
Clarke,1629,212,150,3
Palo Alto,1565,103,63,0
Montgomery,1449,64,52,4
Humboldt,1399,134,90,1
Howard,1364,66,42,0
Greene,1323,42,38,0
Pocahontas,1260,122,108,2
Monona,1226,93,81,1
Worth,1189,71,47,0
Lyon,1186,130,108,2
Keokuk,1160,43,23,1
Adair,1125,39,20,0
Ida,1023,34,25,0
Lucas,941,76,35,4
Taylor,941,104,90,0
Davis,893,67,45,2
Monroe,887,78,54,8
Van Buren,803,42,22,1
Audubon,761,30,21,1
Fremont,752,46,19,0
Ringgold,748,24,20,1
Osceola,685,89,73,0
Decatur,641,29,24,0
Wayne,549,26,16,2
Adams,444,17,16,0
