EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Lyon,677,44,40,0
Osceola,429,61,48,0
Dickinson,2526,266,162,2
Emmet,958,87,50,0
Allamakee,1468,128,116,4
Kossuth,1252,35,22,0
Winneshiek,1420,38,24,0
Howard,767,34,13,0
Winnebago,888,29,17,0
Mitchell,1171,38,18,0
Worth,623,20,11,0
Sioux,3007,472,372,0
O'Brien,1228,88,63,1
Clay,1844,134,92,0
Palo Alto,1096,41,25,0
Hancock,1246,54,43,0
Cerro Gordo,4780,181,92,1
Chickasaw,1138,30,24,0
Floyd,1870,74,56,2
Clayton,1494,44,34,3
Fayette,1880,51,32,0
Plymouth,2866,322,278,5
Cherokee,1212,75,65,1
Buena Vista,7061,1712,1496,11
Pocahontas,901,96,38,1
Humboldt,924,54,39,1
Wright,2717,385,295,1
Bremer,2338,94,78,6
Franklin,1242,90,52,0
Butler,1532,56,41,2
Dubuque,12091,700,411,22
Delaware,1397,51,37,1
Webster,4552,226,125,2
Buchanan,1994,54,36,1
Black Hawk,16626,2293,1826,58
Woodbury,16867,3247,3060,44
Ida,691,24,21,0
Sac,1282,64,51,0
Calhoun,1136,50,25,2
Hamilton,1992,188,167,1
Hardin,1844,75,43,0
Grundy,1207,39,23,0
Jackson,1328,32,16,0
Jones,1521,60,52,0
Linn,21055,1288,1038,82
Benton,2108,68,49,1
Tama,2418,465,400,29
Monona,928,76,53,0
Crawford,2960,678,616,2
Carroll,2033,99,73,1
Greene,858,29,21,0
Boone,2829,148,122,1
Story,8553,778,357,3
Marshall,5976,1048,934,19
Clinton,3463,113,68,1
Cedar,1697,84,65,1
Harrison,1087,53,43,0
Shelby,1096,113,95,0
Audubon,496,16,15,1
Guthrie,1038,66,58,4
Johnson,16595,1304,761,8
Dallas,10721,1284,1017,29
Iowa,1768,51,40,0
Polk,54448,6618,5116,179
Poweshiek,1282,104,90,8
Jasper,3247,325,272,17
Scott,14564,808,545,10
Muscatine,4635,641,544,44
Pottawattamie,9898,730,632,12
Cass,884,22,18,0
Washington,2330,243,208,9
Adair,474,16,12,0
Keokuk,798,21,17,1
Warren,4924,290,220,1
Madison,1428,47,33,2
Mahaska,1412,116,95,17
Marion,2047,70,54,0
Louisa,1462,362,338,13
Mills,1981,37,33,0
Montgomery,789,10,8,2
Adams,274,8,8,0
Henry,1735,86,76,3
Jefferson,1293,64,51,0
Union,1316,28,13,0
Wapello,4250,708,661,30
Clarke,1081,132,107,2
Lucas,519,31,24,4
Monroe,549,51,45,6
Des Moines,2848,91,75,2
Fremont,412,7,5,0
Page,1213,20,20,0
Taylor,664,79,71,0
Ringgold,525,15,11,0
Van Buren,448,22,16,0
Davis,585,41,34,1
Decatur,445,11,10,0
Wayne,333,10,6,0
Appanoose,890,21,17,3
Lee,1973,54,39,2
Pending Investigation,0,19,3,0
