EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,181954,28791,18104,310
Linn,79574,12212,5096,150
Scott,56379,9060,4307,64
Johnson,54605,8487,5656,35
Black Hawk,48612,9525,5252,122
Woodbury,42324,9376,6920,109
Dubuque,41351,8092,4853,86
Story,38148,5758,3889,19
Dallas,35778,5496,3300,54
Pottawattamie,31499,5121,3182,58
Warren,18152,2292,1177,9
Cerro Gordo,16323,2886,1261,35
Webster,15930,3068,1738,27
Marshall,14714,3087,1921,39
Clinton,14451,2737,1389,36
Des Moines,14288,2448,1295,15
Muscatine,14261,2428,1326,62
Jasper,11560,1884,1019,36
Buena Vista,11252,2786,2214,13
Sioux,11064,3291,2323,22
Wapello,11044,2217,1488,70
Lee,10422,1732,892,14
Marion,9938,1724,1020,17
Plymouth,9389,2417,1568,34
Benton,8674,1427,541,12
Boone,8651,1138,680,10
Carroll,8170,1776,1053,14
Bremer,7964,1594,630,12
Washington,7852,1156,613,12
Pending Investigation,7471,467,0,0
Henry,7413,1589,1005,7
Dickinson,7114,1124,700,9
Jones,7098,2011,420,8
Mahaska,6926,1111,635,26
Crawford,6569,1632,1315,15
Buchanan,6429,972,415,7
Winneshiek,6344,791,516,9
Jackson,6068,1251,563,7
Cedar,6007,896,417,13
Tama,5994,1378,867,39
Fayette,5983,860,350,8
Wright,5804,1057,707,3
Poweshiek,5718,850,469,12
Iowa,5639,787,373,11
Hardin,5609,943,445,10
Delaware,5562,1252,716,20
Clay,5511,935,503,4
Mills,5437,870,351,5
Floyd,5281,811,476,12
Kossuth,5078,819,444,3
Hamilton,4993,846,500,6
Madison,4845,588,346,4
Butler,4741,809,441,3
Clayton,4656,893,399,4
Union,4583,584,258,6
O'Brien,4546,1122,600,26
Jefferson,4511,529,211,1
Page,4325,1026,428,3
Harrison,4317,940,610,26
Winnebago,4273,791,437,22
Cass,4162,669,443,17
Allamakee,3979,653,342,9
Calhoun,3957,914,348,6
Appanoose,3955,647,220,4
Grundy,3911,703,285,7
Cherokee,3910,673,382,4
Hancock,3901,716,323,6
Mitchell,3871,636,237,4
Sac,3814,709,375,7
Guthrie,3811,639,362,15
Louisa,3748,740,490,16
Chickasaw,3632,680,507,2
Shelby,3484,668,436,3
Franklin,3458,621,392,19
Humboldt,3304,598,312,4
Emmet,3291,640,394,23
Palo Alto,3105,550,295,3
Clarke,3083,437,321,4
Lyon,3006,861,517,8
Greene,2925,430,182,0
Howard,2864,441,253,9
Montgomery,2763,381,202,10
Keokuk,2654,456,144,3
Pocahontas,2548,478,213,2
Monona,2543,348,233,2
Adair,2429,364,149,5
Worth,2386,288,134,0
Lucas,2371,289,186,6
Decatur,2237,274,136,0
Ida,2145,407,183,7
Monroe,2068,384,238,12
Davis,2004,375,162,4
Fremont,1824,317,189,2
Van Buren,1795,302,162,4
Taylor,1789,387,225,2
Audubon,1706,270,135,1
Osceola,1686,449,269,0
Ringgold,1616,152,94,2
Wayne,1531,266,127,6
Adams,1041,142,69,1
