EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Adair,210,9,5,0
Appanoose,399,15,9,3
Boone,1564,62,35,0
Carroll,600,11,8,0
Clarke,446,55,20,0
Dallas,4819,904,581,21
Davis,341,22,13,0
Decatur,212,1,0,0
Greene,343,13,13,0
Guthrie,495,51,30,3
Jasper,1897,260,198,16
Lucas,223,17,2,0
Madison,538,29,20,2
Mahaska,780,94,26,10
Marion,957,32,24,0
Marshall,3473,894,534,16
Monroe,294,38,18,5
Polk,24592,4239,1835,126
Poweshiek,615,88,73,8
Ringgold,171,4,2,0
Story,2503,116,79,1
Tama,1528,403,308,27
Union,433,8,1,0
Warren,2030,133,95,0
Wayne,125,1,1,0
Cerro,2602,29,15,1
Chickasaw,395,10,8,0
Floyd,890,19,10,1
Franklin,587,13,7,0
Hancock,551,16,7,0
Hardin,535,17,9,0
Kossuth,398,10,3,0
Mitchell,358,4,4,0
Winnebago,350,11,10,0
Worth,295,3,3,0
Wright,1319,169,29,0
Calhoun,305,2,2,0
Cherokee,469,31,20,0
Clay,394,16,13,0
Dickinson,353,21,6,0
Emmet,267,15,6,0
Hamilton,1082,37,12,0
Humboldt,331,18,12,0
Ida,307,14,12,0
Lyon,286,24,18,0
Monona,379,25,16,0
O'Brien,442,31,16,0
Osceola,188,33,27,0
Palo,161,6,2,0
Plymouth,1134,133,88,2
Pocahontas,267,12,2,0
Sac,569,19,12,0
Sioux,1238,282,129,0
Webster,1608,41,22,1
Woodbury,11259,2754,1650,34
Audubon,218,12,8,1
Cass,385,12,9,0
Crawford,1938,524,314,2
Fremont,147,4,2,0
Harrison,443,23,17,0
Mills,1218,19,13,0
Montgomery,328,7,5,0
Page,604,13,10,0
Pottawattamie,3169,264,162,8
Shelby,328,37,30,0
Taylor,373,56,5,0
Clinton,1600,64,57,1
Des,942,66,45,1
Henry,725,71,56,1
Iowa,691,33,31,0
Jackson,549,12,8,0
Jefferson,450,29,10,0
Johnson,7122,615,432,9
Keokuk,475,15,13,0
Lee,663,27,18,0
Louisa,1069,344,252,11
Muscatine,3024,557,419,41
Scott,6799,361,301,10
Van,180,9,8,0
Wapello,2560,595,270,10
Washington,1457,189,150,8
Benton,955,43,33,1
Black,9375,1747,1004,44
Bremer,1133,70,59,6
Buchanan,752,33,28,0
Clayton,653,35,26,3
Delaware,591,15,13,0
Dubuque,5440,344,176,18
Fayette,813,27,26,0
Grundy,460,20,14,0
Howard,328,12,10,0
Jones,742,36,36,0
Linn,9492,955,768,77
Winneshiek,725,24,20,0
