EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,176851,26952,17658,304
Linn,76831,11163,4862,145
Scott,54391,8120,4116,58
Johnson,52996,8039,5570,35
Black Hawk,47120,8867,5075,113
Woodbury,41620,9048,6721,105
Dubuque,40392,7628,4627,78
Story,37177,5424,3823,18
Dallas,34763,5139,3226,53
Pottawattamie,29894,4531,3084,55
Warren,17601,2075,1142,9
Cerro Gordo,15705,2544,1215,31
Webster,15558,2814,1671,24
Marshall,14372,2915,1888,38
Clinton,14009,2502,1329,35
Des Moines,13775,2233,1193,13
Muscatine,13755,2212,1275,61
Jasper,11202,1749,985,36
Buena Vista,11056,2687,2181,13
Sioux,10847,3169,2271,22
Wapello,10698,2077,1485,69
Lee,9936,1545,852,14
Marion,9584,1569,1010,15
Plymouth,9227,2329,1506,34
Boone,8436,1047,661,10
Benton,8381,1304,485,9
Carroll,7969,1672,1004,14
Bremer,7611,1422,609,12
Washington,7598,1066,591,12
Pending Investigation,7224,456,0,0
Henry,7200,1496,970,7
Dickinson,7046,1095,672,9
Mahaska,6753,1039,595,26
Jones,6728,1780,395,8
Crawford,6468,1591,1289,15
Buchanan,6190,863,385,6
Winneshiek,6127,720,480,9
Jackson,5891,1181,524,5
Tama,5856,1309,845,38
Cedar,5823,810,370,13
Fayette,5799,776,337,8
Wright,5669,992,680,3
Poweshiek,5541,793,464,11
Iowa,5483,728,357,11
Delaware,5415,1177,666,18
Hardin,5409,855,423,9
Clay,5369,867,476,4
Mills,5113,722,337,4
Floyd,5075,726,476,12
Kossuth,4917,746,419,2
Hamilton,4819,743,493,6
Madison,4707,540,337,4
Butler,4597,739,434,3
Clayton,4518,823,386,4
Union,4466,523,257,6
O'Brien,4452,1080,561,24
Jefferson,4386,479,191,1
Page,4193,929,425,2
Harrison,4164,873,570,24
Winnebago,4157,742,412,21
Cass,4092,640,408,14
Calhoun,3860,808,341,6
Allamakee,3850,600,326,9
Appanoose,3828,584,205,3
Cherokee,3822,612,359,4
Grundy,3769,621,272,7
Hancock,3757,644,316,6
Mitchell,3742,561,227,3
Guthrie,3723,602,354,15
Sac,3702,644,357,6
Louisa,3643,696,475,16
Chickasaw,3495,604,467,1
Shelby,3371,617,436,3
Franklin,3352,563,391,19
Emmet,3217,605,375,22
Humboldt,3216,560,298,3
Clarke,3034,419,303,4
Palo Alto,3003,496,285,3
Lyon,2841,764,503,8
Greene,2830,382,172,0
Howard,2763,396,236,9
Montgomery,2659,328,201,8
Keokuk,2574,421,137,2
Monona,2490,329,229,2
Pocahontas,2480,437,202,2
Adair,2359,332,133,4
Worth,2312,254,126,0
Lucas,2280,278,175,6
Decatur,2205,261,126,0
Ida,2094,382,175,6
Monroe,2017,357,226,12
Davis,1895,312,153,4
Van Buren,1747,282,151,3
Taylor,1739,360,215,2
Fremont,1715,273,176,2
Audubon,1656,250,129,1
Osceola,1639,428,254,0
Ringgold,1582,135,93,2
Wayne,1502,256,126,6
Adams,1002,128,66,1
