EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,179065,27841,17735,304
Linn,78188,11650,4906,149
Scott,55593,8682,4141,58
Johnson,53715,8251,5596,35
Black Hawk,47779,9147,5094,116
Woodbury,42064,9270,6765,108
Dubuque,40883,7857,4661,79
Story,37502,5527,3836,18
Dallas,35181,5299,3235,53
Pottawattamie,30561,4780,3092,55
Warren,17861,2167,1147,9
Cerro Gordo,15982,2696,1224,32
Webster,15715,2905,1686,25
Marshall,14504,2981,1893,38
Clinton,14285,2651,1334,35
Des Moines,14113,2374,1202,14
Muscatine,13998,2320,1292,61
Jasper,11400,1833,987,36
Buena Vista,11132,2728,2182,13
Sioux,10978,3239,2274,22
Wapello,10887,2154,1485,69
Lee,10235,1669,870,14
Marion,9753,1649,1010,16
Plymouth,9327,2391,1514,34
Boone,8545,1086,664,10
Benton,8498,1354,503,10
Carroll,8048,1715,1012,14
Bremer,7796,1511,612,12
Washington,7655,1090,598,12
Pending Investigation,7349,516,0,0
Henry,7305,1540,979,7
Dickinson,7079,1116,674,9
Mahaska,6859,1073,607,26
Jones,6841,1845,409,8
Crawford,6508,1601,1294,15
Buchanan,6287,909,386,6
Winneshiek,6217,752,491,9
Jackson,5977,1215,532,5
Cedar,5911,853,376,13
Tama,5907,1339,847,39
Fayette,5864,803,338,8
Wright,5750,1031,682,3
Poweshiek,5614,818,464,11
Iowa,5557,760,360,11
Hardin,5489,900,424,9
Delaware,5462,1204,673,18
Clay,5420,898,476,4
Mills,5252,784,338,4
Floyd,5164,761,476,12
Kossuth,5005,784,422,2
Hamilton,4884,768,494,6
Madison,4774,557,341,4
Butler,4657,774,434,3
Clayton,4570,840,389,4
Union,4528,555,257,6
O'Brien,4494,1098,567,24
Jefferson,4419,491,196,1
Page,4270,994,425,2
Harrison,4260,911,573,24
Winnebago,4212,764,422,21
Cass,4142,649,411,14
Appanoose,3908,618,211,3
Allamakee,3901,616,328,9
Calhoun,3888,873,342,6
Cherokee,3862,643,362,4
Hancock,3842,682,316,6
Grundy,3830,655,274,7
Mitchell,3816,598,229,3
Guthrie,3753,617,356,15
Sac,3745,669,358,6
Louisa,3685,715,478,16
Chickasaw,3555,634,467,1
Shelby,3411,635,436,3
Franklin,3398,586,391,19
Emmet,3245,623,380,22
Humboldt,3241,576,303,3
Clarke,3057,431,305,4
Palo Alto,3053,513,288,3
Lyon,2885,795,507,8
Greene,2871,400,174,0
Howard,2797,411,242,9
Montgomery,2708,346,201,9
Keokuk,2600,433,139,2
Monona,2510,331,230,2
Pocahontas,2492,445,205,2
Adair,2395,345,134,5
Worth,2350,273,129,0
Lucas,2317,282,176,6
Decatur,2214,263,127,0
Ida,2114,392,175,6
Monroe,2050,375,227,12
Davis,1970,346,154,4
Taylor,1767,382,217,2
Fremont,1764,295,176,2
Van Buren,1763,288,158,3
Audubon,1668,253,130,1
Osceola,1659,441,256,0
Ringgold,1590,138,93,2
Wayne,1519,261,127,6
Adams,1025,136,66,1
