EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,43616,5620,2772,171
Linn,16862,1121,884,80
Woodbury,15199,3089,2640,43
Black Hawk,13409,1927,1187,56
Johnson,12206,836,519,8
Scott,10804,480,390,10
Dallas,8490,1088,695,29
Dubuque,8473,463,245,22
Pottawattamie,7946,636,438,11
Buena Vista,6752,1675,550,10
Story,6129,550,149,3
Marshall,5232,988,614,18
Muscatine,4067,590,512,43
Warren,3998,215,186,2
Wapello,3914,691,609,28
Cerro Gordo,3911,66,30,1
Webster,3788,133,91,1
Jasper,2766,305,212,17
Crawford,2704,644,383,2
Clinton,2696,77,67,1
Sioux,2585,423,203,0
Wright,2460,348,141,0
Des Moines,2431,78,62,2
Boone,2308,117,77,1
Plymouth,2299,258,190,4
Washington,2060,217,187,9
Tama,2030,432,353,29
Bremer,2019,85,70,6
Pending Investigation,1930,5,1,0
Mills,1795,31,25,0
Hamilton,1765,172,111,0
Benton,1683,53,42,1
Marion,1661,50,35,0
Lee,1654,44,33,1
Carroll,1566,70,50,1
Fayette,1534,30,28,0
Buchanan,1502,42,31,1
Floyd,1496,50,22,1
Dickinson,1494,220,92,2
Iowa,1480,40,33,0
Henry,1469,79,70,3
Hardin,1450,56,20,0
Cedar,1405,66,50,1
Louisa,1348,355,289,13
Clay,1337,110,70,0
Butler,1317,37,27,2
Clayton,1250,35,31,3
Winneshiek,1245,25,24,0
Jones,1239,47,41,0
Mahaska,1203,113,90,16
Allamakee,1139,122,90,4
Sac,1115,50,36,0
Delaware,1093,35,27,1
Page,1071,18,16,0
Franklin,1067,66,26,0
Madison,1061,35,30,2
Kossuth,1049,28,14,0
Poweshiek,1033,97,85,8
Hancock,1022,39,27,0
Jefferson,1017,49,38,0
Jackson,993,20,13,0
O'Brien,971,79,41,1
Grundy,956,26,17,0
Union,917,14,7,0
Cherokee,916,69,55,0
Clarke,901,111,69,2
Guthrie,893,63,48,4
Harrison,889,45,41,0
Chickasaw,887,20,15,0
Calhoun,850,27,18,0
Shelby,817,93,50,0
Mitchell,801,9,5,0
Humboldt,760,43,31,1
Appanoose,760,20,16,3
Emmet,721,64,31,0
Montgomery,712,10,7,2
Greene,709,28,19,0
Keokuk,699,18,14,1
Cass,698,16,16,0
Monona,697,64,23,0
Palo Alto,683,24,19,0
Winnebago,679,18,12,0
Pocahontas,601,41,8,1
Howard,595,14,10,0
Taylor,593,76,23,0
Ida,593,21,18,0
Lyon,547,37,33,0
Davis,524,36,25,1
Monroe,471,50,42,6
Worth,456,8,5,0
Lucas,421,29,18,3
Decatur,407,9,7,0
Ringgold,399,12,8,0
Adair,382,12,11,0
Van Buren,342,16,12,0
Fremont,331,4,2,0
Osceola,329,49,45,0
Audubon,307,15,11,1
Wayne,282,7,3,0
Adams,227,7,5,0
