EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,41856,5486,2647,166
Linn,16179,1093,856,80
Woodbury,14800,3064,2582,42
Black Hawk,12963,1892,1157,56
Johnson,11414,755,495,8
Scott,10491,443,374,10
Dallas,8170,1071,689,29
Pottawattamie,7710,615,388,11
Dubuque,7542,415,239,22
Buena Vista,6650,1659,462,10
Story,5587,454,137,3
Marshall,5074,973,601,18
Muscatine,3900,583,500,43
Warren,3830,210,177,2
Wapello,3800,687,555,27
Cerro Gordo,3655,59,28,1
Webster,3601,119,81,1
Jasper,2631,296,209,17
Crawford,2619,637,370,2
Clinton,2598,75,65,1
Sioux,2515,418,198,0
Wright,2365,330,127,0
Des Moines,2276,76,62,2
Boone,2201,116,60,1
Plymouth,2195,243,157,4
Washington,2000,211,178,9
Tama,1949,431,351,29
Bremer,1945,82,68,6
Mills,1760,30,22,0
Hamilton,1704,158,90,0
Pending Investigation,1611,9,0,0
Benton,1603,52,42,1
Marion,1558,45,35,0
Lee,1537,45,30,1
Carroll,1518,70,18,1
Iowa,1404,38,33,0
Henry,1361,78,68,3
Dickinson,1353,198,75,2
Buchanan,1352,37,31,1
Cedar,1345,60,50,1
Floyd,1341,33,18,1
Hardin,1312,53,17,0
Louisa,1310,356,287,13
Clay,1261,105,40,0
Fayette,1244,29,28,0
Butler,1215,34,19,2
Winneshiek,1185,24,24,0
Jones,1169,46,41,0
Mahaska,1153,111,86,15
Clayton,1120,35,30,3
Allamakee,1080,121,90,4
Sac,1078,46,32,0
Delaware,1026,33,25,1
Page,1021,18,15,0
Franklin,1000,60,24,0
Kossuth,993,24,13,0
Poweshiek,984,96,84,8
Hancock,981,37,22,0
Jefferson,971,46,29,0
Jackson,937,19,11,0
Madison,928,34,30,2
O'Brien,926,71,32,1
Grundy,903,26,17,0
Cherokee,874,66,50,0
Clarke,871,112,66,2
Union,868,12,7,0
Harrison,850,42,29,0
Chickasaw,835,21,15,0
Calhoun,790,25,14,0
Mitchell,782,8,4,0
Guthrie,760,62,42,4
Appanoose,696,18,11,3
Shelby,677,74,40,0
Keokuk,673,16,14,1
Cass,670,16,15,0
Monona,665,59,22,0
Emmet,660,55,28,0
Montgomery,656,10,6,2
Greene,652,28,15,0
Winnebago,647,15,12,0
Humboldt,638,40,28,1
Ida,577,20,16,0
Taylor,572,76,22,0
Howard,570,14,10,0
Pocahontas,565,38,6,1
Palo Alto,557,21,14,0
Lyon,519,32,29,0
Davis,508,36,23,1
Monroe,447,49,41,6
Worth,440,6,5,0
Lucas,386,26,17,3
Ringgold,373,11,8,0
Decatur,368,9,6,0
Adair,360,12,11,0
Osceola,318,49,45,0
Fremont,313,4,2,0
Audubon,299,15,10,1
Van Buren,298,12,10,0
Wayne,263,5,3,0
Adams,208,7,5,0
