EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,138285,16638,14154,271
Linn,54206,4483,3371,116
Johnson,41564,5320,4647,28
Scott,39720,3376,2436,29
Black Hawk,36832,4710,4024,95
Woodbury,33330,6038,4395,74
Dubuque,31820,3835,2331,47
Story,31016,3613,3008,17
Dallas,26997,2961,2493,40
Pottawattamie,22694,2395,1863,41
Warren,13304,1008,878,6
Webster,12539,1400,1154,14
Cerro Gordo,11842,1121,904,23
Marshall,11750,1842,1702,35
Clinton,10385,1225,943,23
Muscatine,10191,1175,976,56
Buena Vista,9587,2068,1864,12
Des Moines,9568,930,666,9
Wapello,8676,1394,1280,58
Jasper,8539,927,635,34
Sioux,8355,1913,1032,6
Marion,7341,819,758,9
Plymouth,7109,1282,873,23
Lee,6810,719,536,8
Boone,6740,574,391,8
Carroll,6101,800,499,5
Benton,5778,373,236,1
Bremer,5646,532,403,7
Dickinson,5557,583,437,7
Washington,5516,533,384,11
Henry,5499,850,453,5
Crawford,5481,1164,871,7
Mahaska,5279,468,334,21
Buchanan,4728,327,204,1
Tama,4713,817,688,34
Wright,4693,625,539,1
Winneshiek,4565,362,279,8
Fayette,4404,261,166,2
Jackson,4239,415,248,3
Iowa,4238,274,145,1
Jones,4187,326,204,3
Delaware,4168,531,434,4
Cedar,4146,285,190,2
Floyd,4061,381,326,8
Poweshiek,4058,361,243,10
Clay,4045,388,244,4
Hardin,4033,330,256,2
Mills,3944,239,144,1
Hamilton,3810,347,318,3
Kossuth,3728,330,161,0
Madison,3723,273,189,2
Butler,3519,303,267,2
Pending Investigation,3507,0,0,0
Clayton,3451,299,259,3
Union,3298,159,108,3
O'Brien,3262,472,236,9
Winnebago,3133,347,211,14
Harrison,3077,340,185,5
Allamakee,3036,280,203,8
Jefferson,3035,158,123,1
Cherokee,3015,304,156,2
Page,3008,255,200,0
Grundy,2941,245,157,4
Cass,2939,198,173,2
Mitchell,2925,203,151,0
Guthrie,2881,305,186,12
Sac,2870,298,134,0
Appanoose,2775,161,132,3
Louisa,2753,450,390,15
Calhoun,2745,216,187,3
Chickasaw,2741,294,277,1
Hancock,2719,217,196,3
Franklin,2645,353,322,18
Shelby,2545,291,266,1
Clarke,2426,275,241,3
Humboldt,2407,205,185,3
Palo Alto,2319,241,135,0
Emmet,2304,306,222,11
Greene,2235,138,71,0
Howard,2191,201,161,7
Lyon,2178,446,191,5
Montgomery,2045,116,95,5
Monona,2013,180,115,1
Pocahontas,1858,180,142,2
Keokuk,1850,126,78,1
Worth,1761,118,93,0
Lucas,1723,162,112,6
Decatur,1650,78,51,0
Adair,1645,85,55,1
Ida,1607,150,59,2
Monroe,1450,173,115,11
Davis,1401,137,101,4
Fremont,1369,152,66,0
Taylor,1328,167,118,1
Audubon,1286,110,40,1
Van Buren,1259,129,113,1
Ringgold,1235,60,51,2
Wayne,1167,96,83,3
Osceola,1152,189,106,0
Adams,697,47,29,0
