EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Lyon,902,84,63,0
Osceola,558,72,50,0
Dickinson,3433,350,235,4
Emmet,1305,124,75,0
Allamakee,1805,143,122,4
Kossuth,1712,73,32,0
Winneshiek,1946,66,46,1
Howard,1098,45,24,0
Winnebago,1311,60,27,0
Mitchell,1613,72,46,0
Worth,935,47,11,0
Sioux,3596,547,446,0
O'Brien,1546,110,81,1
Clay,2260,162,114,1
Palo Alto,1293,61,45,0
Hancock,1541,93,60,2
Cerro Gordo,6767,480,124,16
Chickasaw,1399,40,35,0
Floyd,2255,96,68,2
Clayton,1895,66,46,3
Fayette,2336,67,31,0
Plymouth,3585,397,289,6
Cherokee,1544,93,74,1
Buena Vista,7574,1764,1674,12
Pocahontas,1094,109,60,1
Humboldt,1127,72,64,1
Wright,3000,424,362,1
Bremer,3036,151,79,7
Franklin,1529,157,77,3
Butler,1958,88,67,2
Dubuque,18020,1277,485,24
Delaware,1816,68,58,1
Webster,6260,565,200,5
Buchanan,2483,82,44,1
Black Hawk,21354,2766,1978,61
Woodbury,19440,3506,3160,47
Ida,812,27,21,0
Sac,1548,75,60,0
Calhoun,1406,71,60,2
Hamilton,2346,215,204,1
Hardin,2240,116,60,0
Grundy,1553,61,31,1
Jackson,2197,107,26,0
Jones,2106,103,60,1
Linn,27760,1686,1314,87
Benton,2793,102,80,1
Tama,2908,514,418,29
Monona,1050,84,67,0
Crawford,3335,689,655,3
Carroll,2741,148,117,1
Greene,1093,37,29,0
Boone,3471,198,133,1
Story,11010,988,669,10
Marshall,7274,1230,986,21
Clinton,4571,193,89,2
Cedar,2128,104,73,1
Harrison,1371,73,59,0
Shelby,1349,127,124,0
Audubon,605,22,15,1
Guthrie,1506,113,66,5
Johnson,21336,1681,1093,10
Dallas,14494,1614,1127,34
Iowa,2295,69,50,1
Polk,74006,8737,5739,191
Poweshiek,1627,117,100,8
Jasper,4120,416,299,19
Scott,20499,1378,667,11
Muscatine,5957,746,646,45
Pottawattamie,12825,973,719,17
Cass,1151,32,28,0
Washington,2795,275,232,9
Adair,752,22,16,0
Keokuk,946,26,20,1
Warren,6676,429,240,1
Madison,1859,78,40,2
Mahaska,1789,129,101,17
Marion,2791,113,83,0
Louisa,1699,374,345,13
Mills,2411,63,32,0
Montgomery,1045,25,16,2
Adams,364,12,9,0
Henry,2248,100,78,3
Jefferson,1585,68,51,0
Union,1808,59,29,1
Wapello,4973,771,694,31
Clarke,1312,155,119,3
Lucas,676,39,27,4
Monroe,690,64,43,7
Des Moines,3629,124,85,2
Fremont,546,16,6,0
Page,1504,38,21,0
Taylor,768,85,79,0
Ringgold,637,21,15,1
Van Buren,558,22,18,1
Davis,710,46,36,1
Decatur,525,15,11,0
Wayne,404,12,10,1
Appanoose,1207,34,25,3
Lee,2427,65,46,2
Pending Investigation,0,6,0,0
