EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,124779,15161,11592,256
Linn,47346,3726,2925,105
Johnson,37536,4967,2458,27
Scott,34814,2729,2019,27
Black Hawk,33102,4322,3438,86
Story,28684,3265,1585,17
Woodbury,28344,4906,3917,61
Dubuque,27629,2688,1878,40
Dallas,24293,2666,2075,38
Pottawattamie,20020,1953,1605,37
Warren,11845,925,647,6
Webster,11402,1185,707,14
Cerro Gordo,10781,986,707,21
Marshall,10537,1758,1535,34
Clinton,9156,1051,675,18
Buena Vista,8960,1935,1802,12
Muscatine,8929,1057,877,52
Des Moines,8285,734,451,7
Wapello,7808,1243,1106,57
Jasper,7268,748,499,32
Sioux,6681,1295,787,3
Marion,6415,702,495,4
Plymouth,6108,1019,608,20
Lee,5855,588,283,7
Boone,5732,455,313,7
Carroll,5234,627,299,5
Dickinson,4932,480,396,6
Bremer,4922,459,258,7
Benton,4780,278,180,1
Crawford,4774,985,787,4
Henry,4681,597,204,4
Washington,4560,429,325,11
Mahaska,4525,330,230,19
Tama,4185,685,579,31
Wright,4146,557,490,1
Buchanan,4098,230,162,1
Winneshiek,3811,283,207,5
Fayette,3756,180,123,1
Floyd,3660,291,237,3
Jones,3628,239,153,3
Jackson,3628,295,181,3
Iowa,3617,179,106,1
Delaware,3605,319,274,3
Cedar,3543,217,146,1
Hamilton,3483,314,255,3
Clay,3480,280,228,3
Mills,3444,164,117,1
Hardin,3438,273,212,1
Poweshiek,3335,239,187,8
Madison,3265,200,155,2
Kossuth,3166,211,113,0
Butler,3110,257,232,2
Clayton,3041,228,200,3
Union,2908,120,85,3
Winnebago,2812,265,138,11
O'Brien,2730,292,168,9
Allamakee,2725,239,162,5
Grundy,2639,201,110,2
Jefferson,2630,132,101,1
Mitchell,2616,175,89,0
Page,2527,142,134,0
Guthrie,2509,213,157,5
Harrison,2462,169,152,2
Hancock,2444,171,153,2
Sac,2434,203,99,0
Chickasaw,2420,203,177,0
Appanoose,2407,119,102,3
Franklin,2398,331,281,17
Cherokee,2398,180,133,2
Cass,2388,128,114,2
Louisa,2376,421,367,15
Calhoun,2318,167,119,2
Shelby,2233,241,229,1
Clarke,2141,254,214,3
Humboldt,2106,170,103,3
Emmet,2055,250,204,10
Palo Alto,1989,156,105,0
Pending Investigation,1918,18,0,0
Howard,1908,180,101,5
Montgomery,1786,85,79,5
Greene,1782,83,46,0
Monona,1630,130,102,1
Lyon,1611,233,161,3
Pocahontas,1599,150,119,2
Keokuk,1580,89,45,1
Worth,1535,101,75,0
Lucas,1488,138,77,6
Adair,1464,62,42,1
Decatur,1394,58,36,0
Ida,1384,86,36,0
Monroe,1285,145,86,10
Davis,1183,113,74,4
Taylor,1151,119,108,1
Van Buren,1142,109,45,1
Ringgold,1050,41,33,2
Wayne,1019,79,52,2
Fremont,1012,80,54,0
Audubon,1011,56,35,1
Osceola,859,122,92,0
Adams,581,27,23,0
