EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,134279,16237,13697,264
Linn,51956,4220,3184,115
Johnson,40293,5206,4332,27
Scott,38002,3140,2323,29
Black Hawk,35772,4578,3878,92
Woodbury,32015,5706,4236,68
Dubuque,30560,3488,2142,43
Story,30367,3512,2768,17
Dallas,26194,2874,2421,38
Pottawattamie,21826,2245,1777,39
Warren,12895,979,818,6
Webster,12179,1330,1113,14
Cerro Gordo,11541,1080,867,22
Marshall,11465,1804,1662,35
Clinton,9962,1157,895,22
Muscatine,9774,1140,943,56
Buena Vista,9437,2028,1830,12
Des Moines,9072,833,607,9
Wapello,8415,1350,1241,57
Jasper,8146,884,590,34
Sioux,7992,1766,958,3
Marion,7120,779,722,9
Plymouth,6853,1215,809,21
Lee,6539,672,482,7
Boone,6531,533,361,8
Carroll,5819,711,453,5
Benton,5529,346,222,1
Bremer,5484,514,377,7
Dickinson,5429,556,433,6
Crawford,5318,1117,848,6
Henry,5244,779,422,4
Washington,5243,494,365,11
Mahaska,5017,436,311,20
Wright,4578,603,535,1
Tama,4560,762,660,32
Buchanan,4552,300,184,1
Winneshiek,4382,346,252,8
Fayette,4236,241,152,2
Iowa,4075,231,120,1
Jackson,4032,370,225,3
Jones,4029,298,182,3
Delaware,4004,469,369,3
Cedar,3977,264,167,1
Floyd,3944,361,308,5
Hardin,3938,315,249,1
Clay,3885,359,237,4
Poweshiek,3846,331,224,8
Mills,3775,205,142,1
Hamilton,3721,337,309,3
Kossuth,3615,292,131,0
Madison,3586,247,184,2
Butler,3425,281,259,2
Clayton,3339,274,245,3
Union,3170,148,91,3
O'Brien,3141,424,220,9
Pending Investigation,3082,4,1,0
Winnebago,3059,327,194,14
Allamakee,2935,265,181,6
Cherokee,2908,275,144,2
Jefferson,2908,141,121,1
Harrison,2900,293,173,5
Page,2886,208,155,0
Grundy,2872,230,140,4
Mitchell,2848,196,127,0
Cass,2814,183,157,2
Sac,2772,277,126,0
Guthrie,2755,273,174,10
Chickasaw,2665,280,253,1
Calhoun,2661,198,172,3
Louisa,2656,439,385,15
Appanoose,2653,144,122,3
Hancock,2635,205,182,2
Franklin,2592,353,317,18
Shelby,2453,278,249,1
Clarke,2366,270,242,3
Humboldt,2330,196,178,3
Emmet,2236,285,216,10
Palo Alto,2229,218,125,0
Greene,2128,110,62,0
Howard,2112,193,139,7
Lyon,1981,391,185,4
Montgomery,1972,100,92,5
Monona,1949,167,110,1
Pocahontas,1801,168,136,2
Keokuk,1793,121,71,1
Worth,1711,111,84,0
Lucas,1672,159,94,6
Adair,1589,76,49,1
Decatur,1572,67,49,0
Ida,1558,135,48,2
Monroe,1403,164,109,11
Davis,1345,130,90,4
Fremont,1297,127,63,0
Taylor,1260,148,115,1
Audubon,1231,92,39,1
Van Buren,1231,122,109,1
Ringgold,1199,53,46,2
Wayne,1121,89,75,3
Osceola,1114,181,102,0
Adams,666,38,28,0
