EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,161234,20931,16393,291
Linn,67011,6954,4368,136
Scott,48691,5368,3442,48
Johnson,48103,6331,5279,32
Black Hawk,42965,6559,4624,104
Woodbury,38959,7830,6054,100
Dubuque,37334,5973,3847,62
Story,34567,4326,3594,18
Dallas,31498,3810,2926,49
Pottawattamie,27801,3593,2602,45
Warren,15839,1457,1005,7
Webster,14565,2095,1479,16
Cerro Gordo,14080,1664,1120,27
Marshall,13353,2299,1804,36
Clinton,12458,1691,1208,29
Des Moines,12375,1650,931,12
Muscatine,12253,1639,1127,58
Buena Vista,10517,2367,2078,12
Jasper,10211,1346,896,34
Sioux,10016,2690,1946,17
Wapello,9917,1677,1415,64
Lee,8915,1115,704,13
Marion,8788,1174,979,12
Plymouth,8462,1858,1288,31
Boone,7844,811,574,10
Carroll,7356,1282,786,13
Benton,7276,748,372,4
Washington,6763,758,524,12
Bremer,6631,838,533,9
Henry,6504,1191,860,6
Dickinson,6474,853,593,9
Mahaska,6253,800,477,25
Crawford,6181,1436,1162,15
Pending Investigation,5785,53,0,0
Winneshiek,5619,557,388,9
Buchanan,5610,568,324,5
Tama,5444,1072,774,38
Jones,5340,626,329,4
Wright,5269,827,630,1
Jackson,5251,803,421,3
Cedar,5202,559,282,8
Fayette,5174,478,265,4
Poweshiek,4972,546,377,11
Delaware,4957,907,546,16
Iowa,4941,501,265,11
Hardin,4856,577,326,7
Clay,4843,603,394,4
Mills,4721,489,237,3
Floyd,4611,495,423,11
Kossuth,4487,529,353,0
Hamilton,4480,517,460,5
Madison,4355,402,284,3
Clayton,4141,583,365,3
Butler,4101,456,371,3
O'Brien,4011,831,465,15
Union,3969,293,236,6
Harrison,3898,750,385,18
Cass,3778,506,330,5
Winnebago,3765,557,335,20
Jefferson,3738,288,157,1
Page,3600,454,361,0
Allamakee,3508,446,273,9
Cherokee,3466,459,310,3
Grundy,3392,384,244,6
Sac,3369,446,305,5
Guthrie,3363,448,295,15
Mitchell,3344,328,205,2
Appanoose,3341,296,164,3
Louisa,3287,564,437,15
Hancock,3276,433,276,6
Calhoun,3224,368,280,4
Chickasaw,3108,413,371,1
Shelby,3068,436,369,2
Franklin,2975,417,352,18
Humboldt,2956,409,258,3
Emmet,2930,477,327,21
Clarke,2847,371,270,3
Palo Alto,2679,354,250,2
Lyon,2623,607,442,8
Greene,2586,212,143,0
Howard,2530,296,195,9
Montgomery,2441,215,174,7
Monona,2337,278,196,2
Keokuk,2183,225,127,1
Pocahontas,2179,278,182,2
Adair,2138,240,84,1
Lucas,2114,226,156,6
Worth,2069,170,117,0
Decatur,2023,185,83,0
Ida,1903,258,151,2
Monroe,1835,280,160,12
Davis,1707,218,135,4
Fremont,1606,229,157,2
Taylor,1591,277,194,2
Van Buren,1548,207,126,2
Audubon,1530,204,106,1
Ringgold,1452,110,86,2
Osceola,1445,322,205,0
Wayne,1398,177,104,4
Adams,874,90,54,1
