EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,199171,34671,22536,341
Linn,87238,14691,7982,168
Scott,63117,11691,6172,89
Johnson,59328,9814,6712,37
Black Hawk,52932,11221,7332,139
Woodbury,45335,10639,8180,133
Dubuque,44612,9436,6496,94
Story,42120,6984,4638,23
Dallas,39018,6577,4175,59
Pottawattamie,35265,6709,3934,71
Warren,19995,2921,1633,14
Cerro Gordo,17933,3694,1947,49
Webster,17066,3723,2334,39
Clinton,15960,3419,1920,44
Des Moines,15757,3000,1883,21
Marshall,15673,3580,2497,47
Muscatine,15672,2997,1741,71
Jasper,12727,2299,1471,46
Wapello,12143,2637,1730,72
Sioux,12054,3829,2828,29
Buena Vista,11926,3152,2450,14
Lee,11484,2272,1257,17
Marion,10965,2104,1319,22
Plymouth,10203,2853,1995,44
Boone,9576,1430,891,12
Benton,9510,1749,910,23
Carroll,8799,2035,1380,24
Bremer,8727,2007,1027,12
Washington,8612,1498,816,15
Pending Investigation,8494,709,9,0
Henry,8031,1919,1260,7
Dickinson,7899,1445,908,11
Jones,7665,2364,1334,17
Mahaska,7459,1333,854,28
Buchanan,7038,1225,649,10
Winneshiek,7014,1037,593,13
Crawford,6907,1811,1466,16
Fayette,6631,1090,556,12
Cedar,6620,1135,628,13
Jackson,6565,1489,953,14
Tama,6427,1567,1094,41
Wright,6263,1302,897,7
Poweshiek,6254,1022,636,13
Hardin,6187,1210,650,11
Clay,6115,1230,682,4
Iowa,6086,1005,554,13
Delaware,6057,1471,972,21
Mills,5972,1091,584,8
Floyd,5791,1109,545,19
Kossuth,5678,1166,571,8
Hamilton,5560,1178,554,13
Jefferson,5392,751,357,2
Madison,5242,718,438,4
Butler,5137,1062,546,6
Clayton,5108,1144,662,9
Union,5071,836,333,6
O'Brien,4994,1344,904,32
Harrison,4728,1112,770,32
Winnebago,4614,955,581,25
Page,4614,1174,733,4
Cass,4593,840,535,24
Allamakee,4373,873,477,13
Hancock,4325,904,500,8
Cherokee,4310,949,520,4
Appanoose,4300,807,372,13
Calhoun,4284,1092,610,7
Grundy,4262,892,472,11
Mitchell,4192,838,402,9
Guthrie,4166,772,479,15
Louisa,4127,898,594,21
Sac,4106,899,506,8
Chickasaw,4001,910,732,4
Shelby,3815,798,480,11
Franklin,3779,761,443,21
Emmet,3602,787,483,26
Humboldt,3594,806,443,5
Palo Alto,3418,673,391,4
Lyon,3379,1065,650,9
Clarke,3313,501,386,4
Greene,3172,540,262,1
Howard,3163,583,304,9
Montgomery,3029,499,249,11
Keokuk,2987,648,277,7
Monona,2768,451,291,6
Pocahontas,2756,598,320,4
Adair,2660,449,261,9
Worth,2648,383,200,0
Lucas,2577,337,236,6
Decatur,2429,329,215,0
Ida,2326,535,298,14
Davis,2272,481,256,9
Monroe,2224,451,297,13
Van Buren,1989,376,228,5
Fremont,1974,376,248,3
Taylor,1935,480,302,3
Osceola,1848,544,352,1
Audubon,1835,306,217,2
Ringgold,1743,239,114,2
Wayne,1650,307,197,7
Adams,1126,181,95,2
