EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,89920,10473,7952,208
Linn,35295,2438,1846,88
Scott,25704,1746,1279,14
Johnson,25698,2121,1583,19
Black Hawk,25123,3164,2566,66
Woodbury,21880,3741,3394,52
Dubuque,21071,1714,1106,31
Dallas,17663,1904,1480,35
Story,16590,1174,913,15
Pottawattamie,15549,1340,999,28
Marshall,8572,1452,1136,26
Warren,8277,574,388,1
Cerro Gordo,8257,635,394,17
Buena Vista,7956,1796,1736,12
Webster,6975,830,499,8
Muscatine,6917,854,738,48
Clinton,6122,417,160,4
Pending Investigation,6107,5,0,0
Wapello,5999,925,774,33
Jasper,4998,482,381,27
Des Moines,4640,191,107,2
Sioux,4357,644,528,3
Plymouth,4148,471,371,11
Boone,4138,262,178,3
Dickinson,3982,384,313,4
Crawford,3711,733,684,3
Bremer,3660,230,120,7
Marion,3583,177,152,0
Benton,3539,160,101,1
Carroll,3440,195,164,2
Wright,3317,475,417,1
Tama,3317,555,475,29
Washington,3200,305,272,10
Lee,3185,121,54,4
Buchanan,3016,130,67,1
Mills,2784,92,55,0
Henry,2762,136,93,4
Iowa,2739,97,64,1
Jackson,2737,158,88,1
Fayette,2734,86,65,0
Floyd,2715,158,126,3
Hardin,2664,185,109,0
Clay,2640,203,155,1
Hamilton,2637,252,240,1
Jones,2628,133,89,2
Cedar,2527,134,102,1
Delaware,2483,120,90,1
Winneshiek,2385,97,63,1
Madison,2365,126,70,2
Butler,2307,125,108,2
Clayton,2290,107,86,3
Union,2226,78,53,1
Poweshiek,2161,160,112,8
Mahaska,2143,142,116,17
Allamakee,2103,156,136,4
Kossuth,2092,93,62,0
Page,2033,95,71,0
Jefferson,1995,87,64,0
O'Brien,1976,141,106,5
Mitchell,1932,79,67,0
Grundy,1880,81,54,1
Louisa,1858,378,355,14
Hancock,1855,122,107,2
Franklin,1823,245,191,12
Guthrie,1806,136,106,5
Cherokee,1744,110,96,1
Sac,1740,86,71,0
Cass,1687,79,47,1
Chickasaw,1670,55,51,0
Winnebago,1669,88,53,0
Shelby,1658,187,160,1
Harrison,1644,110,88,1
Calhoun,1599,86,77,2
Emmet,1588,193,127,4
Clarke,1558,204,147,3
Appanoose,1542,51,38,3
Palo Alto,1491,89,58,0
Montgomery,1395,60,40,4
Humboldt,1329,118,87,1
Howard,1297,50,40,0
Greene,1272,43,37,0
Pocahontas,1216,117,107,2
Monona,1185,91,80,0
Worth,1143,67,36,0
Keokuk,1112,37,23,1
Lyon,1108,116,99,2
Adair,1004,30,20,0
Ida,915,31,24,0
Taylor,909,100,88,0
Lucas,884,73,33,4
Monroe,858,74,50,8
Davis,845,61,43,2
Van Buren,754,36,22,1
Ringgold,737,23,20,1
Audubon,736,29,18,1
Fremont,719,43,19,0
Osceola,657,84,71,0
Decatur,624,25,21,0
Wayne,512,20,14,1
Adams,432,16,13,0
