EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,135940,16421,13879,270
Linn,52859,4335,3254,115
Johnson,40749,5251,4517,28
Scott,38905,3272,2385,29
Black Hawk,36234,4624,3962,92
Woodbury,32701,5878,4313,69
Dubuque,31112,3643,2205,44
Story,30604,3546,2899,17
Dallas,26549,2918,2449,38
Pottawattamie,22212,2314,1803,41
Warren,13058,994,852,6
Webster,12407,1389,1143,14
Cerro Gordo,11724,1104,888,23
Marshall,11575,1826,1684,35
Clinton,10152,1181,917,22
Muscatine,9920,1156,964,56
Buena Vista,9514,2042,1850,12
Des Moines,9264,871,635,9
Wapello,8541,1372,1256,57
Jasper,8324,904,613,34
Sioux,8206,1848,994,4
Marion,7219,797,736,9
Plymouth,6977,1251,845,22
Lee,6628,690,507,7
Boone,6607,550,376,8
Carroll,5900,739,489,5
Benton,5637,359,224,1
Bremer,5550,520,391,7
Dickinson,5499,569,434,7
Crawford,5387,1147,866,6
Washington,5361,513,372,11
Henry,5357,833,435,4
Mahaska,5121,447,329,21
Tama,4651,790,669,32
Wright,4634,609,536,1
Buchanan,4629,313,192,1
Winneshiek,4432,350,267,8
Fayette,4306,247,159,2
Iowa,4134,247,126,1
Jackson,4129,391,236,3
Jones,4093,309,189,3
Delaware,4075,494,401,4
Cedar,4044,274,182,2
Floyd,3998,374,314,5
Hardin,3983,323,253,1
Clay,3974,369,242,4
Poweshiek,3916,344,231,9
Mills,3862,219,143,1
Hamilton,3766,340,311,3
Kossuth,3670,312,141,0
Madison,3648,261,186,2
Butler,3459,291,264,2
Clayton,3383,281,246,3
Pending Investigation,3304,9,0,0
O'Brien,3215,451,230,9
Union,3208,152,102,3
Winnebago,3096,337,203,14
Harrison,2988,310,180,5
Allamakee,2973,269,191,6
Jefferson,2969,149,121,1
Cherokee,2958,291,150,2
Page,2939,237,179,0
Grundy,2904,238,147,4
Mitchell,2885,200,143,0
Cass,2873,192,163,2
Sac,2817,286,129,0
Guthrie,2816,287,179,10
Chickasaw,2704,287,255,1
Calhoun,2693,206,175,3
Appanoose,2691,149,125,3
Louisa,2690,442,386,15
Hancock,2683,212,186,2
Franklin,2617,355,317,18
Shelby,2497,282,254,1
Clarke,2396,273,245,3
Humboldt,2370,201,182,3
Emmet,2273,292,220,10
Palo Alto,2266,229,128,0
Greene,2164,125,69,0
Howard,2127,196,147,7
Lyon,2101,419,187,4
Montgomery,2009,108,93,5
Monona,1977,173,111,1
Pocahontas,1831,177,140,2
Keokuk,1814,125,75,1
Worth,1736,114,88,0
Lucas,1689,160,99,6
Decatur,1612,76,51,0
Adair,1602,76,50,1
Ida,1582,145,55,2
Monroe,1418,164,113,11
Davis,1370,131,96,4
Fremont,1330,138,64,0
Taylor,1293,160,116,1
Audubon,1256,103,39,1
Van Buren,1240,126,110,1
Ringgold,1211,55,47,2
Osceola,1130,182,103,0
Wayne,1129,91,79,3
Adams,683,39,28,0
