EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Adair County,203,9,5,0
Appanoose County,364,14,9,3
Boone County,1509,58,34,0
Carroll County,578,9,8,0
Clarke County,427,48,20,0
Dallas County,4623,880,564,20
Davis County,304,20,11,0
Decatur County,207,1,0,0
Greene County,333,13,13,0
Guthrie County,485,48,29,3
Jasper County,1866,260,195,16
Lucas County,210,13,1,0
Madison County,511,27,21,1
Mahaska County,730,92,18,9
Marion County,880,32,21,0
Marshall County,3427,885,510,16
Monroe County,269,38,15,5
Polk County,23076,4025,1712,123
Poweshiek County,596,87,73,8
Ringgold County,156,4,2,0
Story County,2363,103,75,1
Tama County,1497,401,303,26
Union County,403,7,1,0
Warren County,1918,119,88,0
Wayne County,123,1,1,0
Butler County,571,15,12,0
Cerro Gordo County,2485,27,15,1
Chickasaw County,361,9,8,0
Floyd County,742,19,10,1
Franklin County,562,11,5,0
Hancock County,487,16,5,0
Hardin County,515,16,9,0
Kossuth County,379,9,3,0
Mitchell County,347,4,4,0
Winnebago County,339,11,9,0
Worth County,285,3,3,0
Wright County,1165,148,20,0
Buena Vista County,3987,710,63,0
Calhoun County,289,2,2,0
Cherokee County,437,25,12,0
Clay County,370,13,13,0
Dickinson County,333,19,6,0
Emmet County,258,13,5,0
Hamilton County,989,29,9,0
Humboldt County,315,16,12,0
Ida County,290,14,11,0
Lyon County,267,19,18,0
Monona County,360,24,16,0
O'Brien County,415,28,16,0
Osceola County,181,32,27,0
Palo Alto County,154,3,2,0
Plymouth County,1059,123,87,2
Pocahontas County,258,11,2,0
Sac County,540,18,9,0
Sioux County,997,214,121,0
Webster County,1456,33,19,1
Woodbury County,10895,2686,1511,33
Adams County,112,7,3,0
Audubon County,213,12,8,1
Cass County,356,11,9,0
Crawford County,1854,496,304,2
Fremont County,129,4,2,0
Harrison County,416,21,17,0
Mills County,1185,16,13,0
Montgomery County,304,6,5,0
Page County,538,11,9,0
Pottawattamie County,2914,235,152,8
Shelby County,299,34,30,0
Taylor County,295,49,4,0
Cedar County,829,46,42,1
Clinton County,1501,60,57,1
Des Moines County,891,59,38,1
Henry County,682,67,52,1
Iowa County,682,35,30,0
Jackson County,533,12,8,0
Jefferson County,380,20,10,0
Johnson County,6853,609,401,8
Keokuk County,452,14,12,0
Lee County,613,24,18,0
Louisa County,1053,341,249,10
Muscatine County,2968,553,413,41
Scott County,6289,356,298,10
Van Buren,169,9,8,0
Wapello County,2263,548,242,8
Washington County,1396,185,149,8
Allamakee County,800,120,88,4
Benton County,925,40,33,1
Black Hawk County,9013,1727,991,44
Bremer County,876,69,59,6
Buchanan County,719,32,25,0
Clayton County,634,32,26,3
Delaware County,569,15,13,0
Dubuque County,5250,339,161,17
Fayette County,769,26,26,0
Grundy County,441,20,14,0
Howard County,315,12,10,0
Jones County,725,36,36,0
Linn County,8965,943,772,76
Winneshiek County,707,23,20,0
Pending Investigation,268,1,0,0
