EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,131654,15970,13259,262
Linn,50814,4086,3099,112
Johnson,39557,5161,3943,27
Scott,37276,3033,2227,28
Black Hawk,35076,4506,3734,90
Woodbury,31200,5524,4115,65
Story,29908,3457,2441,17
Dubuque,29885,3312,2015,41
Dallas,25679,2805,2346,38
Pottawattamie,21303,2144,1737,39
Warren,12620,965,779,6
Webster,11967,1275,1085,14
Cerro Gordo,11390,1058,825,21
Marshall,11262,1790,1619,34
Clinton,9781,1126,835,21
Muscatine,9413,1117,926,55
Buena Vista,9294,1994,1814,12
Des Moines,8846,800,573,8
Wapello,8276,1339,1169,57
Jasper,7991,861,563,32
Sioux,7710,1669,900,3
Marion,6981,768,687,7
Plymouth,6655,1158,733,21
Lee,6388,641,437,7
Boone,6356,517,341,8
Carroll,5701,675,392,5
Bremer,5373,500,316,7
Benton,5356,327,205,1
Dickinson,5283,528,418,6
Crawford,5240,1098,826,5
Henry,5131,753,292,4
Washington,5018,467,351,11
Mahaska,4886,415,299,19
Wright,4511,593,530,1
Tama,4474,735,632,31
Buchanan,4441,285,174,1
Winneshiek,4290,339,246,6
Fayette,4121,227,138,2
Iowa,3954,215,114,1
Jackson,3953,351,211,3
Jones,3916,279,172,3
Delaware,3902,419,340,3
Cedar,3900,251,154,1
Hardin,3889,307,233,1
Floyd,3884,351,297,3
Clay,3778,330,232,4
Poweshiek,3706,304,199,8
Mills,3668,181,132,1
Hamilton,3661,330,308,3
Kossuth,3502,280,124,0
Madison,3501,224,173,2
Butler,3365,271,253,2
Clayton,3274,262,234,3
Union,3091,137,88,3
O'Brien,3067,393,202,9
Winnebago,3023,316,182,13
Allamakee,2893,264,175,6
Jefferson,2861,139,117,1
Harrison,2827,249,161,3
Cherokee,2827,253,139,2
Grundy,2824,224,135,3
Pending Investigation,2814,11,1,0
Mitchell,2795,191,109,0
Page,2726,171,150,0
Sac,2721,262,116,0
Cass,2700,169,128,2
Guthrie,2682,248,170,6
Appanoose,2606,140,116,3
Chickasaw,2605,262,239,0
Calhoun,2597,184,164,3
Hancock,2592,189,169,2
Franklin,2548,351,311,18
Louisa,2531,429,381,15
Shelby,2396,268,243,1
Clarke,2335,266,237,3
Humboldt,2262,190,165,3
Emmet,2184,268,213,10
Palo Alto,2154,205,112,0
Howard,2089,191,132,6
Greene,2047,102,53,0
Montgomery,1927,97,83,5
Monona,1920,157,108,1
Lyon,1920,336,178,4
Pocahontas,1759,163,133,2
Keokuk,1742,113,61,1
Worth,1684,109,81,0
Lucas,1637,156,92,6
Adair,1561,72,48,1
Decatur,1548,67,44,0
Ida,1525,126,44,1
Monroe,1381,160,103,11
Davis,1303,127,82,4
Fremont,1248,121,60,0
Taylor,1227,131,114,1
Van Buren,1208,114,98,1
Ringgold,1153,52,44,2
Audubon,1141,84,37,1
Wayne,1107,87,76,2
Osceola,1037,168,102,0
Adams,648,33,27,0
