EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,147283,17873,15136,281
Linn,59069,4993,3751,122
Johnson,44220,5615,4961,30
Scott,43466,3988,2796,33
Black Hawk,39433,5168,4286,96
Woodbury,35984,6747,5022,86
Dubuque,34244,4631,2900,52
Story,32471,3830,3298,17
Dallas,28977,3284,2669,43
Pottawattamie,25107,2935,2128,44
Warren,14345,1141,931,6
Webster,13568,1661,1221,14
Cerro Gordo,12712,1222,991,23
Marshall,12393,1921,1731,36
Clinton,11209,1344,1053,25
Muscatine,11089,1321,1018,57
Des Moines,10771,1204,744,9
Buena Vista,10073,2194,1936,12
Jasper,9206,1015,753,34
Wapello,9199,1466,1338,62
Sioux,9158,2282,1386,11
Lee,8016,866,597,9
Marion,7893,917,834,10
Plymouth,7748,1531,1043,24
Boone,7207,669,475,8
Carroll,6682,1022,630,8
Benton,6401,494,294,1
Bremer,6061,611,464,7
Washington,5994,601,438,11
Dickinson,5970,682,478,7
Henry,5910,971,652,5
Crawford,5847,1303,1000,12
Mahaska,5707,601,381,22
Buchanan,5068,388,247,3
Tama,4999,893,685,36
Winneshiek,4993,427,330,9
Wright,4921,678,567,1
Pending Investigation,4809,27,0,0
Fayette,4729,335,200,2
Jackson,4642,523,311,3
Jones,4603,400,246,3
Cedar,4591,379,236,5
Iowa,4536,373,188,4
Poweshiek,4496,419,303,11
Delaware,4494,670,508,8
Clay,4391,479,291,4
Mills,4351,333,173,1
Hardin,4351,421,285,5
Floyd,4296,412,368,11
Hamilton,4154,431,358,3
Kossuth,4081,414,234,0
Madison,4032,337,206,2
Butler,3780,340,304,2
Clayton,3650,350,289,3
Union,3621,208,175,3
O'Brien,3540,567,309,9
Harrison,3492,556,192,8
Winnebago,3392,417,271,16
Cass,3379,300,222,2
Page,3303,345,251,0
Jefferson,3256,187,133,1
Allamakee,3224,322,242,8
Cherokee,3218,361,211,2
Grundy,3142,279,211,4
Sac,3110,360,217,3
Mitchell,3072,226,183,0
Guthrie,3070,363,223,14
Appanoose,2979,196,133,3
Louisa,2969,489,409,15
Calhoun,2934,257,217,3
Hancock,2930,272,217,4
Chickasaw,2872,319,306,1
Franklin,2774,369,333,18
Shelby,2764,340,298,1
Humboldt,2624,278,214,3
Clarke,2610,305,249,3
Emmet,2606,393,246,14
Palo Alto,2463,283,165,1
Greene,2396,171,92,0
Lyon,2382,509,261,7
Howard,2357,243,175,8
Montgomery,2200,152,119,5
Monona,2158,226,151,1
Pocahontas,1978,202,150,2
Keokuk,1935,136,99,1
Lucas,1894,180,147,6
Worth,1889,126,102,0
Adair,1849,122,64,1
Decatur,1795,122,57,0
Ida,1726,176,103,2
Monroe,1673,237,139,11
Davis,1514,154,117,4
Fremont,1474,178,91,1
Taylor,1466,218,132,2
Audubon,1376,128,59,1
Van Buren,1373,152,107,2
Ringgold,1341,80,58,2
Osceola,1287,244,138,0
Wayne,1283,111,92,3
Adams,792,66,35,0
