EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,166083,22626,16902,297
Linn,70125,8233,4543,139
Scott,50505,6175,3675,51
Johnson,49454,6806,5418,33
Black Hawk,44356,7330,4816,107
Woodbury,39912,8246,6325,102
Dubuque,38469,6580,4170,67
Story,35488,4720,3694,18
Dallas,32518,4234,3065,51
Pottawattamie,28653,3931,2811,49
Warren,16355,1614,1056,9
Webster,14948,2368,1544,18
Cerro Gordo,14613,1965,1156,29
Marshall,13683,2497,1834,37
Des Moines,13053,1928,1010,13
Clinton,12859,1889,1259,30
Muscatine,12647,1794,1168,59
Buena Vista,10714,2476,2128,13
Jasper,10592,1489,930,34
Sioux,10302,2853,2096,20
Wapello,10185,1812,1454,64
Lee,9280,1265,761,13
Marion,9030,1313,997,13
Plymouth,8744,2039,1349,33
Boone,8057,888,609,10
Benton,7591,907,404,6
Carroll,7565,1413,907,13
Washington,7070,844,550,12
Bremer,6924,1022,567,10
Henry,6735,1290,913,6
Dickinson,6654,929,625,9
Pending Investigation,6564,227,0,0
Mahaska,6422,881,511,25
Crawford,6286,1488,1217,15
Jones,6166,1288,352,4
Buchanan,5794,661,347,5
Winneshiek,5782,603,426,9
Tama,5572,1138,812,38
Jackson,5507,941,451,5
Wright,5440,900,660,1
Cedar,5380,630,300,8
Fayette,5363,556,289,6
Poweshiek,5147,614,425,11
Iowa,5098,571,307,11
Delaware,5097,989,571,16
Hardin,5004,657,368,7
Clay,4995,688,427,4
Mills,4846,578,285,3
Floyd,4751,556,454,11
Kossuth,4616,587,377,1
Hamilton,4579,570,472,6
Madison,4455,444,312,4
Clayton,4280,665,368,4
Butler,4262,539,405,3
O'Brien,4160,923,506,18
Union,4109,342,254,6
Harrison,4014,799,474,21
Jefferson,3946,342,167,1
Cass,3914,563,364,10
Winnebago,3908,612,351,20
Page,3811,632,409,0
Allamakee,3602,482,287,9
Cherokee,3600,509,331,3
Calhoun,3590,615,311,5
Grundy,3497,456,250,6
Sac,3474,507,330,5
Appanoose,3472,368,185,3
Guthrie,3467,496,322,15
Mitchell,3449,404,211,2
Hancock,3437,515,294,6
Louisa,3416,615,448,15
Chickasaw,3218,457,396,1
Shelby,3171,483,430,2
Franklin,3061,457,365,19
Humboldt,3044,453,280,3
Emmet,3005,502,344,21
Clarke,2912,391,286,3
Palo Alto,2780,395,260,2
Lyon,2665,629,464,8
Greene,2656,258,151,0
Howard,2586,322,209,9
Montgomery,2523,255,200,7
Monona,2387,289,210,2
Keokuk,2307,287,132,1
Pocahontas,2288,329,190,2
Adair,2202,265,98,3
Lucas,2174,244,161,6
Worth,2170,200,118,0
Decatur,2089,217,101,0
Ida,1967,303,163,3
Monroe,1879,310,180,12
Davis,1785,254,141,4
Fremont,1653,247,166,2
Taylor,1651,308,206,2
Van Buren,1608,233,136,2
Audubon,1568,222,115,1
Ringgold,1533,121,88,2
Osceola,1489,347,220,0
Wayne,1430,219,112,4
Adams,904,93,59,1
