EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,93695,10843,8316,210
Linn,36347,2508,2027,89
Scott,26623,1816,1339,15
Johnson,26444,2170,1657,21
Black Hawk,25922,3265,2648,66
Woodbury,22537,3795,3435,54
Dubuque,21710,1789,1191,31
Story,20351,1371,976,15
Dallas,18430,1962,1536,35
Pottawattamie,16118,1401,1052,29
Marshall,8848,1487,1175,27
Warren,8692,598,418,2
Cerro Gordo,8490,676,440,19
Buena Vista,8055,1802,1744,12
Muscatine,7181,884,741,48
Webster,7110,868,637,8
Pending Investigation,6438,3,0,0
Clinton,6348,458,182,4
Wapello,6126,945,816,36
Jasper,5193,492,393,28
Des Moines,4932,227,112,2
Sioux,4545,677,535,3
Boone,4307,283,189,3
Plymouth,4281,500,382,12
Dickinson,4066,387,336,4
Crawford,3814,745,687,3
Bremer,3793,242,132,7
Marion,3779,195,156,0
Benton,3630,165,108,1
Carroll,3562,209,166,2
Tama,3437,561,482,29
Wright,3423,485,420,1
Lee,3348,142,60,5
Washington,3288,307,275,10
Buchanan,3107,142,72,1
Henry,2855,148,97,4
Mills,2847,95,58,1
Fayette,2829,98,65,0
Floyd,2827,177,136,3
Iowa,2819,98,66,1
Jackson,2816,168,96,1
Clay,2745,211,160,1
Hardin,2731,191,125,0
Jones,2711,136,99,2
Hamilton,2685,258,241,1
Cedar,2596,136,102,1
Delaware,2567,130,101,1
Winneshiek,2539,106,79,1
Madison,2459,132,82,2
Butler,2372,134,114,2
Clayton,2367,116,93,3
Union,2290,83,54,2
Poweshiek,2243,160,119,8
Mahaska,2227,144,117,17
Kossuth,2214,103,69,0
Allamakee,2168,162,139,4
Page,2078,101,82,0
Jefferson,2069,89,67,0
O'Brien,2045,147,111,5
Mitchell,1985,83,69,0
Grundy,1932,88,56,1
Louisa,1925,378,357,14
Hancock,1897,125,116,2
Guthrie,1882,143,108,5
Franklin,1882,261,211,13
Winnebago,1842,108,59,0
Cass,1830,93,57,2
Cherokee,1802,111,100,1
Sac,1790,87,74,0
Shelby,1729,192,175,1
Chickasaw,1724,62,53,0
Harrison,1702,116,94,1
Calhoun,1644,92,78,2
Appanoose,1619,54,44,3
Emmet,1616,197,142,4
Clarke,1599,211,148,3
Palo Alto,1546,99,63,0
Montgomery,1431,63,47,4
Humboldt,1371,128,90,1
Howard,1337,55,42,0
Greene,1307,42,38,0
Pocahontas,1243,121,108,2
Monona,1211,93,81,1
Worth,1183,71,45,0
Lyon,1152,125,108,2
Keokuk,1151,41,23,1
Adair,1109,38,20,0
Ida,945,33,25,0
Taylor,927,100,90,0
Lucas,920,74,34,4
Davis,879,62,45,2
Monroe,876,76,54,8
Van Buren,790,40,22,1
Audubon,759,30,21,1
Ringgold,747,24,20,1
Fremont,747,45,19,0
Osceola,678,89,73,0
Decatur,635,29,23,0
Wayne,537,21,14,1
Adams,439,17,16,0
