EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Lyon,933,89,69,0
Osceola,575,75,52,0
Dickinson,3543,356,237,4
Emmet,1348,141,76,1
Allamakee,1897,144,122,4
Kossuth,1776,72,32,0
Winneshiek,2005,71,51,1
Howard,1140,44,26,0
Winnebago,1391,67,28,0
Mitchell,1696,76,59,0
Worth,985,49,12,0
Sioux,3695,557,452,1
O'Brien,1583,110,82,1
Clay,2324,166,121,1
Palo Alto,1319,63,45,0
Hancock,1611,102,67,2
Cerro Gordo,7157,526,138,16
Chickasaw,1422,45,37,0
Floyd,2324,95,68,2
Clayton,1953,78,52,3
Fayette,2387,72,33,0
Plymouth,3693,408,299,6
Cherokee,1572,96,75,1
Buena Vista,7626,1775,1682,12
Pocahontas,1110,111,71,1
Humboldt,1157,72,64,1
Wright,3027,427,370,1
Bremer,3121,166,79,7
Franklin,1578,167,82,3
Butler,2016,95,78,2
Dubuque,18409,1342,496,26
Delaware,1884,78,59,1
Webster,6354,582,212,5
Buchanan,2555,88,44,1
Black Hawk,21942,2841,2028,61
Woodbury,19774,3539,3181,47
Ida,830,29,21,0
Sac,1568,75,63,0
Calhoun,1426,72,63,2
Hamilton,2385,217,203,1
Hardin,2312,132,68,0
Grundy,1606,65,33,1
Jackson,2347,120,26,0
Jones,2180,106,60,1
Linn,28947,1810,1369,87
Benton,2903,110,81,1
Tama,2980,520,421,29
Monona,1074,86,70,0
Crawford,3382,697,663,3
Carroll,2870,161,120,1
Greene,1133,37,29,0
Boone,3572,212,134,1
Story,11386,1038,706,11
Marshall,7478,1290,993,22
Clinton,4795,224,97,2
Cedar,2188,109,77,1
Harrison,1427,82,59,0
Shelby,1391,133,126,0
Audubon,633,26,15,1
Guthrie,1574,118,66,5
Johnson,21972,1739,1165,10
Dallas,14987,1660,1145,34
Iowa,2372,73,50,1
Polk,76790,9023,5867,191
Poweshiek,1696,123,102,8
Jasper,4263,429,312,22
Scott,21350,1463,702,11
Muscatine,6117,764,674,46
Pottawattamie,13325,1030,740,18
Cass,1219,36,29,0
Washington,2850,277,241,9
Adair,790,20,16,0
Keokuk,970,27,20,1
Warren,6925,458,247,1
Madison,1937,85,40,2
Mahaska,1850,132,103,17
Marion,2939,134,87,0
Louisa,1715,374,346,13
Mills,2505,66,34,0
Montgomery,1079,31,18,2
Adams,377,12,9,0
Henry,2347,104,78,3
Jefferson,1647,71,51,0
Union,1891,65,29,1
Wapello,5156,786,703,31
Clarke,1351,161,119,3
Lucas,696,40,27,4
Monroe,725,65,43,7
Des Moines,3766,127,85,2
Fremont,574,23,7,0
Page,1589,41,27,0
Taylor,795,88,80,0
Ringgold,662,21,15,1
Van Buren,582,23,18,1
Davis,732,48,36,1
Decatur,541,17,11,0
Wayne,413,13,10,1
Appanoose,1269,36,30,3
Lee,2510,72,47,2
Pending Investigation,0,5,0,0
