EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Adair,252,9,6,0
Appanoose,488,17,11,3
Boone,1729,72,41,0
Carroll,760,16,9,1
Clarke,555,71,36,0
Dallas,5447,960,624,26
Davis,380,28,18,0
Decatur,242,2,1,0
Greene,392,15,13,0
Guthrie,557,55,34,3
Jasper,2120,269,198,17
Lucas,286,22,8,2
Madison,649,29,24,2
Mahaska,875,99,37,13
Marion,1121,35,25,0
Marshall,4102,919,549,18
Monroe,332,43,26,6
Polk,28967,4674,2074,142
Poweshiek,734,90,78,8
Ringgold,208,4,3,0
Story,2957,140,86,1
Tama,1646,412,322,29
Union,519,10,1,0
Warren,2590,173,124,1
Wayne,155,1,1,0
Butler,823,16,12,1
Cerro Gordo,2861,34,20,1
Chickasaw,471,13,8,0
Floyd,973,27,10,1
Franklin,663,15,8,0
Hancock,551,18,8,0
Hardin,535,30,11,0
Kossuth,398,16,8,0
Mitchell,358,4,4,0
Winnebago,350,11,11,0
Worth,295,3,3,0
Wright,1319,225,49,0
Buena Vista,4235,1111,199,2
Calhoun,305,11,2,0
Cherokee,469,46,27,0
Clay,394,29,14,0
Dickinson,353,41,12,0
Emmet,267,28,12,0
Hamilton,1082,78,24,0
Humboldt,331,20,15,1
Ida,307,15,13,0
Lyon,286,25,19,0
Monona,379,27,19,0
O'Brien,442,40,19,0
Osceola,188,37,30,0
Palo Alto,161,7,2,0
Plymouth,1134,153,94,2
Pocahontas,267,20,2,0
Sac,569,29,18,0
Sioux,1238,311,140,0
Webster,1608,78,31,1
Woodbury,11259,2900,2112,37
Adams,121,7,4,0
Audubon,218,13,9,1
Cass,385,13,11,0
Crawford,1938,564,338,2
Fremont,147,4,2,0
Harrison,443,26,22,0
Mills,1218,20,20,0
Montgomery,328,9,6,2
Page,604,14,10,0
Pottawattamie,3169,337,200,10
Shelby,328,38,34,0
Taylor,373,66,12,0
Cedar,859,50,44,1
Clinton,1600,65,59,1
Des Moines,942,68,51,2
Henry,725,74,61,2
Iowa,691,33,32,0
Jackson,549,14,8,0
Jefferson,450,35,13,0
Johnson,7122,619,447,8
Keokuk,475,14,13,0
Lee,663,29,20,0
Louisa,1069,350,261,11
Muscatine,3024,566,461,41
Scott,6799,385,325,10
Van Buren,180,9,9,0
Wapello,2560,625,358,16
Washington,1457,195,160,8
Allamakee,823,120,88,4
Benton,955,44,33,1
Black Hawk,9375,1773,1030,49
Bremer,1133,69,61,6
Buchanan,752,33,29,1
Clayton,653,34,29,3
Delaware,591,19,15,1
Dubuque,5440,354,197,21
Fayette,813,29,26,0
Grundy,460,20,16,0
Howard,328,12,10,0
Jones,742,37,36,0
Linn,9492,978,794,79
Winneshiek,725,24,24,0
Pending Investigation,0,3,0,0
