EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,115150,14012,10270,243
Linn,43374,3197,2554,95
Johnson,34257,4499,2087,26
Scott,31680,2370,1755,23
Black Hawk,30445,3997,3073,78
Story,26565,2884,1253,16
Woodbury,25634,4303,3676,56
Dubuque,25306,2167,1674,36
Dallas,22210,2487,1883,38
Pottawattamie,18550,1717,1445,34
Warren,10784,846,568,5
Webster,10706,1079,654,11
Cerro Gordo,10017,883,608,20
Marshall,9904,1714,1431,32
Buena Vista,8547,1858,1780,12
Muscatine,8342,995,805,52
Clinton,8293,918,410,13
Des Moines,7426,629,180,5
Wapello,7230,1126,971,54
Jasper,6471,631,455,30
Sioux,5873,974,638,3
Marion,5761,584,240,2
Plymouth,5486,838,448,18
Lee,5198,487,115,6
Boone,5105,375,262,4
Carroll,4726,487,223,4
Dickinson,4576,442,375,6
Bremer,4470,379,223,7
Crawford,4349,865,726,3
Benton,4301,221,158,1
Henry,4196,394,125,4
Washington,3973,362,305,11
Tama,3960,650,527,29
Mahaska,3953,255,163,18
Wright,3903,526,458,1
Buchanan,3707,189,127,1
Fayette,3414,157,86,1
Floyd,3367,240,189,3
Winneshiek,3354,242,118,4
Jackson,3320,235,155,2
Delaware,3275,259,191,3
Hamilton,3260,292,243,2
Iowa,3249,125,97,1
Mills,3248,137,90,1
Jones,3220,191,138,2
Hardin,3172,246,183,1
Clay,3170,244,193,3
Cedar,3091,175,131,1
Poweshiek,2991,201,167,8
Madison,2970,172,126,2
Butler,2843,223,190,2
Clayton,2836,191,162,3
Kossuth,2698,130,89,0
Union,2652,93,75,3
Winnebago,2532,171,85,10
Allamakee,2495,189,153,5
O'Brien,2458,224,138,8
Jefferson,2440,123,85,1
Mitchell,2386,141,78,0
Page,2351,124,114,0
Grundy,2324,142,79,1
Hancock,2259,163,141,2
Franklin,2257,309,258,17
Guthrie,2244,180,136,5
Louisa,2186,400,363,14
Cass,2143,118,107,2
Cherokee,2142,145,128,2
Sac,2136,125,87,0
Harrison,2120,156,137,2
Appanoose,2093,93,76,3
Chickasaw,2091,132,83,0
Calhoun,2073,137,94,2
Shelby,2016,223,211,1
Clarke,1946,244,198,3
Humboldt,1890,154,98,2
Emmet,1884,229,191,8
Palo Alto,1818,124,86,0
Howard,1683,152,70,3
Montgomery,1646,83,71,5
Greene,1575,65,42,0
Pocahontas,1462,140,112,2
Monona,1456,110,92,1
Worth,1406,86,67,0
Lyon,1383,165,135,2
Keokuk,1358,71,35,1
Adair,1335,50,33,1
Lucas,1259,100,66,5
Decatur,1248,48,24,0
Ida,1194,49,30,0
Monroe,1151,121,66,8
Davis,1071,92,60,3
Taylor,1065,114,102,1
Van Buren,1029,107,35,1
Ringgold,956,34,27,2
Audubon,904,40,27,1
Fremont,903,63,42,0
Pending Investigation,871,18,0,0
Wayne,821,61,34,2
Osceola,776,100,84,0
Adams,528,23,17,0
