EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Adair,148,6,2,0
Appanoose,252,8,2,3
Boone,1259,48,19,0
Carroll,449,7,6,0
Clarke,285,23,7,0
Dallas,3780,800,472,11
Davis,112,13,6,0
Decatur,169,0,0,0
Greene,259,13,13,0
Guthrie,338,40,26,3
Jasper,1623,251,185,14
Lucas,142,3,1,0
Madison,352,20,11,1
Mahaska,484,44,16,2
Marion,664,23,15,0
Marshall,3086,823,422,7
Monroe,179,22,4,2
Polk,17365,3216,1217,85
Poweshiek,471,88,63,8
Ringgold,97,1,0,0
Story,1697,82,61,1
Tama,1288,367,206,21
Union,273,3,1,0
Warren,1418,87,53,0
Wayne,83,1,1,0
Butler,354,14,12,0
Cerro Gordo,1567,20,13,0
Chickasaw,289,8,6,0
Floyd,582,11,3,1
Franklin,437,7,3,0
Hancock,285,5,2,0
Hardin,414,12,8,0
Kossuth,283,5,2,0
Mitchell,287,4,3,0
Winnebago,256,7,4,0
Worth,224,3,2,0
Wright,745,25,6,0
Buena Vista,933,123,20,0
Calhoun,203,2,0,0
Cherokee,268,9,6,0
Clay,263,9,9,0
Dickinson,246,8,6,0
Emmet,201,6,1,0
Hamilton,554,11,8,0
Humboldt,227,7,7,0
Ida,161,8,2,0
Lyon,214,19,18,0
Monona,253,18,13,0
O'Brien,323,21,13,0
Osceola,155,29,18,0
Palo Alto,125,2,1,0
Plymouth,733,89,58,0
Pocahontas,128,3,2,0
Sac,256,7,3,0
Sioux,770,153,65,0
Webster,1122,16,10,1
Woodbury,8933,2352,1077,18
Adams,71,1,0,0
Audubon,137,11,8,1
Cass,254,3,1,0
Crawford,1354,408,202,1
Fremont,103,4,1,0
Harrison,330,18,17,0
Mills,486,12,9,0
Montgomery,202,5,5,0
Page,447,10,9,0
Pottawattamie,2150,177,88,3
Shelby,230,25,19,0
Taylor,136,4,1,0
Cedar,641,41,40,1
Clinton,1164,61,51,1
Des Moines,678,42,25,1
Henry,533,49,41,1
Iowa,515,31,26,0
Jackson,399,8,7,0
Jefferson,272,13,8,0
Johnson,5756,578,313,7
Keokuk,262,13,9,0
Lee,464,20,17,0
Louisa,967,317,203,4
Muscatine,2646,535,329,34
Scott,4783,312,277,8
Van Buren,127,8,8,0
Wapello,1535,415,77,2
Washington,1108,173,133,8
Allamakee,688,116,83,4
Benton,735,36,29,1
Black Hawk,7549,1634,904,34
Bremer,592,65,53,5
Buchanan,551,28,23,0
Clayton,488,30,24,3
Delaware,425,12,10,0
Dubuque,3919,291,135,11
Fayette,623,25,23,0
Grundy,354,17,12,0
Howard,265,12,10,0
Jones,549,36,32,0
Linn,6988,899,718,72
Winneshiek,596,21,18,0
Pending Investigation,62,3,1,0
