EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,186619,30410,18632,319
Linn,81810,12909,5374,152
Scott,58337,9874,4594,69
Johnson,56021,8882,5788,35
Black Hawk,49756,10044,5507,125
Woodbury,43110,9725,7133,110
Dubuque,42310,8498,5108,89
Story,39316,6180,3980,19
Dallas,36653,5794,3385,55
Pottawattamie,32509,5567,3294,64
Warren,18700,2453,1239,9
Cerro Gordo,16918,3171,1335,38
Webster,16218,3246,1814,27
Marshall,14955,3215,1973,41
Clinton,14896,2933,1452,37
Des Moines,14688,2604,1375,15
Muscatine,14643,2592,1389,64
Jasper,11821,1982,1064,39
Buena Vista,11409,2866,2243,14
Wapello,11352,2346,1505,71
Sioux,11332,3445,2408,24
Lee,10713,1830,936,15
Marion,10238,1868,1037,18
Plymouth,9599,2544,1628,37
Boone,8919,1241,705,11
Benton,8916,1522,572,13
Carroll,8357,1855,1124,20
Bremer,8158,1713,661,12
Washington,8067,1238,638,12
Pending Investigation,7820,536,1,0
Henry,7594,1666,1060,7
Dickinson,7344,1232,725,10
Jones,7278,2171,439,11
Mahaska,7051,1159,664,27
Crawford,6644,1663,1340,15
Buchanan,6595,1050,443,9
Winneshiek,6553,867,523,9
Fayette,6221,933,370,8
Jackson,6198,1317,626,8
Cedar,6194,957,450,13
Tama,6116,1436,896,39
Wright,5909,1123,735,5
Poweshiek,5861,887,473,12
Hardin,5799,1027,468,10
Iowa,5758,847,386,11
Delaware,5719,1327,766,21
Clay,5660,1007,522,4
Mills,5585,945,386,6
Floyd,5448,898,476,14
Kossuth,5287,910,463,4
Hamilton,5162,958,502,7
Jefferson,5008,591,237,1
Madison,4956,624,359,4
Butler,4863,876,448,3
Clayton,4804,972,431,4
Union,4731,656,264,6
O'Brien,4634,1168,648,28
Harrison,4433,996,632,27
Winnebago,4410,859,466,23
Page,4387,1059,430,3
Cass,4279,717,479,18
Allamakee,4072,688,362,11
Calhoun,4060,971,354,7
Appanoose,4051,694,232,6
Hancock,4022,780,337,7
Grundy,4006,755,301,10
Cherokee,3992,721,391,4
Mitchell,3978,699,272,4
Guthrie,3950,682,377,15
Sac,3877,753,392,7
Louisa,3867,779,499,16
Chickasaw,3749,763,582,3
Shelby,3579,706,437,3
Franklin,3558,663,397,19
Humboldt,3386,640,327,4
Emmet,3385,688,407,23
Palo Alto,3199,592,313,3
Clarke,3145,452,339,4
Lyon,3120,923,536,8
Greene,2999,474,186,0
Howard,2961,485,258,9
Montgomery,2825,404,202,10
Keokuk,2724,507,157,5
Pocahontas,2612,495,219,2
Monona,2611,382,242,2
Adair,2515,396,168,6
Worth,2476,324,144,0
Lucas,2423,297,196,6
Decatur,2295,294,150,0
Ida,2182,423,190,9
Davis,2120,419,176,4
Monroe,2117,404,246,12
Fremont,1867,336,205,2
Van Buren,1849,322,174,4
Taylor,1816,404,234,2
Audubon,1747,279,142,1
Osceola,1733,480,284,1
Ringgold,1664,174,94,2
Wayne,1576,280,132,6
Adams,1063,150,79,1
