EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,120681,14712,10934,252
Linn,45732,3525,2742,100
Johnson,36260,4822,2264,26
Scott,33415,2530,1888,25
Black Hawk,31850,4178,3254,82
Story,27859,3124,1392,17
Woodbury,26911,4559,3787,59
Dubuque,26571,2398,1792,37
Dallas,23404,2595,1982,38
Pottawattamie,19279,1828,1544,36
Warren,11410,904,601,6
Webster,11134,1148,695,14
Cerro Gordo,10483,943,652,21
Marshall,10221,1741,1486,32
Buena Vista,8783,1898,1790,12
Clinton,8774,1002,534,16
Muscatine,8686,1037,852,52
Des Moines,7870,686,281,6
Wapello,7560,1195,1015,57
Jasper,6887,685,479,31
Sioux,6256,1101,701,3
Marion,6157,659,385,3
Plymouth,5829,928,506,20
Lee,5590,551,173,6
Boone,5445,413,289,5
Carroll,5008,556,240,5
Dickinson,4733,452,385,6
Bremer,4704,429,241,7
Crawford,4555,909,752,4
Benton,4533,246,172,1
Henry,4467,459,167,4
Mahaska,4298,293,186,19
Washington,4289,391,322,11
Tama,4098,673,542,30
Wright,4042,540,481,1
Buchanan,3893,208,148,1
Fayette,3570,169,106,1
Winneshiek,3547,260,156,5
Floyd,3524,262,206,3
Jones,3477,222,147,3
Jackson,3477,264,172,2
Iowa,3473,161,100,1
Delaware,3468,285,254,3
Hamilton,3390,307,246,3
Cedar,3368,204,136,1
Mills,3320,149,102,1
Hardin,3319,261,191,1
Clay,3309,255,218,3
Poweshiek,3162,219,177,8
Madison,3132,184,147,2
Butler,2976,244,216,2
Clayton,2945,214,181,3
Kossuth,2928,169,105,0
Union,2770,105,83,3
Winnebago,2677,206,115,10
Allamakee,2630,223,159,5
O'Brien,2617,261,150,8
Jefferson,2553,126,94,1
Grundy,2513,181,92,2
Mitchell,2510,169,82,0
Page,2459,134,124,0
Guthrie,2404,202,148,5
Hancock,2356,170,151,2
Franklin,2340,323,268,17
Appanoose,2325,114,92,3
Chickasaw,2312,189,88,0
Sac,2289,149,91,0
Cherokee,2280,159,131,2
Cass,2279,122,113,2
Louisa,2276,405,363,14
Harrison,2230,162,142,2
Calhoun,2187,150,108,2
Shelby,2126,234,223,1
Clarke,2045,249,209,3
Humboldt,2036,164,101,2
Emmet,1977,236,196,9
Palo Alto,1914,141,102,0
Howard,1831,175,81,4
Montgomery,1699,83,78,5
Greene,1640,71,43,0
Monona,1575,116,93,1
Pocahontas,1550,146,116,2
Lyon,1494,192,155,3
Pending Investigation,1492,11,0,0
Worth,1484,97,72,0
Keokuk,1480,80,41,1
Adair,1411,56,40,1
Lucas,1395,120,73,6
Decatur,1317,53,31,0
Ida,1314,72,34,0
Monroe,1226,132,75,8
Davis,1140,107,69,4
Taylor,1115,116,108,1
Van Buren,1109,108,41,1
Ringgold,1009,37,30,2
Audubon,961,46,29,1
Wayne,961,74,44,2
Fremont,950,67,45,0
Osceola,814,108,90,0
Adams,564,27,21,0
