EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,131062,15926,13210,262
Linn,50456,4033,3071,111
Johnson,39377,5140,3880,27
Scott,37071,3013,2213,28
Black Hawk,34862,4495,3723,90
Woodbury,30832,5458,4104,64
Story,29797,3446,2417,17
Dubuque,29628,3267,2003,41
Dallas,25584,2792,2343,38
Pottawattamie,21274,2141,1732,39
Warren,12510,961,778,6
Webster,11878,1269,1081,14
Cerro Gordo,11350,1057,821,21
Marshall,11096,1788,1616,34
Clinton,9717,1121,829,21
Muscatine,9361,1111,918,55
Buena Vista,9267,1991,1812,12
Des Moines,8790,797,571,8
Wapello,8227,1335,1162,57
Jasper,7822,840,561,32
Sioux,7460,1632,899,3
Marion,6831,763,679,7
Plymouth,6612,1152,730,21
Lee,6275,636,430,7
Boone,6225,509,339,8
Carroll,5671,671,388,5
Benton,5252,313,200,1
Bremer,5218,494,315,7
Dickinson,5208,528,418,6
Crawford,5141,1090,824,5
Henry,5084,744,289,4
Washington,4966,461,349,11
Mahaska,4855,411,295,19
Wright,4485,592,529,1
Tama,4422,718,621,31
Buchanan,4421,283,173,1
Winneshiek,4253,336,246,6
Fayette,4089,225,137,2
Iowa,3905,209,111,1
Jones,3882,274,170,3
Jackson,3880,350,211,3
Delaware,3874,410,322,3
Floyd,3872,350,291,3
Hardin,3849,302,232,1
Cedar,3828,246,152,1
Clay,3750,327,232,4
Mills,3647,182,132,1
Hamilton,3617,327,308,3
Poweshiek,3600,298,197,8
Madison,3477,220,173,2
Kossuth,3445,273,124,0
Butler,3300,271,250,2
Clayton,3242,252,223,3
Union,3078,137,88,3
O'Brien,3027,381,198,9
Winnebago,3010,304,171,13
Allamakee,2884,264,175,6
Jefferson,2850,139,116,1
Grundy,2794,222,135,3
Harrison,2772,235,157,3
Mitchell,2767,190,108,0
Cherokee,2702,249,139,2
Cass,2691,170,123,2
Guthrie,2666,245,170,6
Page,2661,170,150,0
Sac,2626,254,116,0
Pending Investigation,2613,19,0,0
Appanoose,2584,136,116,3
Chickasaw,2581,253,222,0
Calhoun,2566,184,161,3
Hancock,2561,186,167,2
Franklin,2540,350,310,18
Louisa,2513,429,381,15
Shelby,2379,267,240,1
Clarke,2316,265,237,3
Humboldt,2247,190,165,3
Emmet,2164,265,212,10
Palo Alto,2141,203,112,0
Howard,2058,190,131,6
Greene,2030,101,53,0
Montgomery,1893,97,82,5
Lyon,1848,326,178,4
Monona,1837,154,108,1
Keokuk,1718,109,59,1
Pocahontas,1687,159,130,2
Worth,1674,108,80,0
Lucas,1624,156,92,6
Adair,1553,72,48,1
Decatur,1505,67,44,0
Ida,1495,122,43,1
Monroe,1369,159,102,11
Davis,1268,124,82,4
Taylor,1216,131,114,1
Van Buren,1202,114,98,1
Fremont,1183,120,60,0
Ringgold,1118,50,41,2
Audubon,1098,82,37,1
Wayne,1097,87,76,2
Osceola,986,161,102,0
Adams,636,33,27,0
