EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Adair County,245,9,6,0
Appanoose County,474,17,10,3
Boone County,1699,72,41,0
Carroll County,712,15,9,1
Clarke County,519,67,33,0
Dallas County,5319,952,622,26
Davis County,372,28,18,0
Decatur County,237,1,1,0
Greene County,386,15,13,0
Guthrie County,550,54,30,3
Jasper County,2081,269,198,17
Lucas County,278,22,7,2
Madison County,633,30,24,2
Mahaska County,862,99,36,12
Marion County,1095,35,25,0
Marshall County,3986,915,545,18
Monroe County,323,42,26,5
Polk County,28123,4603,2048,139
Poweshiek County,725,90,77,8
Ringgold County,201,4,3,0
Story County,2873,129,84,1
Tama County,1635,411,320,29
Union County,510,9,1,0
Warren County,2522,167,121,1
Wayne County,152,1,1,0
Butler County,796,16,12,1
Cerro Gordo County,2794,33,18,1
Chickasaw County,453,13,8,0
Floyd County,960,24,10,1
Franklin County,645,13,8,0
Hancock County,551,16,8,0
Hardin County,535,23,11,0
Kossuth County,398,15,8,0
Mitchell County,358,4,4,0
Winnebago County,350,11,10,0
Worth County,295,3,3,0
Wright County,1319,222,40,0
Buena Vista County,4235,1060,166,2
Calhoun County,305,8,2,0
Cherokee County,469,41,27,0
Clay County,394,27,14,0
Dickinson County,353,34,10,0
Emmet County,267,27,9,0
Hamilton County,1082,73,24,0
Humboldt County,331,19,15,1
Ida County,307,15,13,0
Lyon County,286,24,18,0
Monona County,379,25,19,0
O'Brien County,442,40,19,0
Osceola County,188,36,30,0
Palo Alto County,161,7,2,0
Plymouth County,1134,150,92,2
Pocahontas County,267,20,2,0
Sac County,569,28,17,0
Sioux County,1238,303,138,0
Webster County,1608,73,30,1
Woodbury County,11259,2858,2058,37
Adams County,121,7,4,0
Audubon County,218,13,9,1
Cass County,385,12,11,0
Crawford County,1938,549,338,2
Fremont County,147,4,2,0
Harrison County,443,26,20,0
Mills County,1218,20,19,0
Montgomery County,328,10,6,1
Page County,604,14,10,0
Pottawattamie County,3169,317,193,10
Shelby County,328,37,33,0
Taylor County,373,65,10,0
Cedar County,859,49,44,1
Clinton County,1600,65,59,1
Des Moines County,942,67,52,1
Henry County,725,73,60,2
Iowa County,691,33,31,0
Jackson County,549,13,8,0
Jefferson County,450,35,13,0
Johnson County,7122,619,445,9
Keokuk County,475,14,13,0
Lee County,663,29,20,0
Louisa County,1069,350,256,11
Muscatine County,3024,566,461,41
Scott County,6799,382,324,10
Van Buren,180,9,9,0
Wapello County,2560,625,337,14
Washington County,1457,195,159,8
Allamakee County,823,120,88,4
Benton County,955,44,33,1
Black Hawk County,9375,1773,1028,49
Bremer County,1133,69,61,6
Buchanan County,752,33,28,0
Clayton County,653,34,26,3
Delaware County,591,19,15,1
Dubuque County,5440,354,196,21
Fayette County,813,29,26,0
Grundy County,460,20,15,0
Howard County,328,12,10,0
Jones County,742,37,36,0
Linn County,9492,976,794,79
Winneshiek County,725,24,24,0
Pending Investigation,0,5,0,0
