EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,90860,10572,8092,208
Linn,35654,2454,1871,88
Johnson,25902,2131,1617,20
Scott,25886,1762,1304,14
Black Hawk,25337,3192,2598,66
Woodbury,22023,3762,3411,52
Dubuque,21244,1727,1129,31
Story,18674,1185,923,15
Dallas,17872,1919,1496,35
Pottawattamie,15717,1356,1013,29
Marshall,8621,1456,1149,27
Warren,8373,586,396,1
Cerro Gordo,8314,645,424,17
Buena Vista,7977,1798,1740,12
Webster,7027,843,620,8
Muscatine,6972,857,738,48
Pending Investigation,6196,6,0,0
Clinton,6179,427,167,4
Wapello,6033,931,789,33
Jasper,5049,484,386,27
Des Moines,4740,204,109,2
Sioux,4397,652,528,3
Boone,4217,267,181,3
Plymouth,4182,475,374,12
Dickinson,4002,385,318,4
Crawford,3728,736,684,3
Bremer,3713,231,123,7
Marion,3640,180,152,0
Benton,3558,161,102,1
Carroll,3479,197,166,2
Wright,3345,481,418,1
Tama,3328,557,478,29
Lee,3218,125,56,4
Washington,3215,305,274,10
Buchanan,3046,131,67,1
Mills,2806,93,57,1
Henry,2788,138,94,4
Jackson,2767,160,91,1
Fayette,2756,87,65,0
Iowa,2755,98,65,1
Floyd,2743,164,126,3
Hardin,2688,186,111,0
Hamilton,2660,254,241,1
Clay,2657,203,157,1
Jones,2655,136,91,2
Cedar,2545,135,102,1
Delaware,2512,123,92,1
Winneshiek,2443,99,77,1
Madison,2393,130,73,2
Butler,2328,129,110,2
Clayton,2310,108,90,3
Union,2252,81,54,1
Mahaska,2185,142,117,17
Poweshiek,2180,160,112,8
Allamakee,2123,158,136,4
Kossuth,2108,97,63,0
Page,2049,96,74,0
Jefferson,2007,87,64,0
O'Brien,1995,143,107,5
Mitchell,1955,80,67,0
Grundy,1897,82,54,1
Louisa,1868,378,355,14
Hancock,1868,124,110,2
Franklin,1849,251,201,12
Guthrie,1824,137,107,5
Cherokee,1763,110,96,1
Cass,1761,82,47,1
Sac,1757,87,72,0
Chickasaw,1688,60,53,0
Winnebago,1684,92,56,0
Shelby,1670,187,167,1
Harrison,1660,112,88,1
Calhoun,1611,86,78,2
Emmet,1602,193,135,4
Clarke,1568,206,147,3
Appanoose,1564,52,40,3
Palo Alto,1510,90,61,0
Montgomery,1405,61,44,4
Humboldt,1346,122,87,1
Howard,1304,50,41,0
Greene,1288,42,37,0
Pocahontas,1226,120,107,2
Monona,1192,91,82,0
Worth,1154,68,37,0
Keokuk,1122,40,23,1
Lyon,1120,119,100,2
Adair,1017,35,20,0
Ida,924,32,25,0
Taylor,916,100,90,0
Lucas,896,73,33,4
Monroe,866,75,53,8
Davis,859,61,43,2
Van Buren,763,37,22,1
Ringgold,742,23,20,1
Audubon,739,29,18,1
Fremont,733,45,19,0
Osceola,660,85,71,0
Decatur,628,26,22,0
Wayne,514,20,14,1
Adams,436,17,16,0
