EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,38662,5297,2546,164
Linn,15114,1048,853,80
Woodbury,14381,3035,2545,42
Black Hawk,12359,1853,1150,56
Johnson,10369,685,482,8
Scott,9925,417,366,10
Dallas,7512,1048,682,29
Dubuque,7166,396,232,22
Pottawattamie,6970,549,347,11
Buena Vista,6446,1623,394,10
Marshall,4877,952,593,18
Story,4666,332,135,3
Muscatine,3748,577,499,43
Wapello,3703,681,532,26
Warren,3545,201,162,1
Cerro Gordo,3543,53,27,1
Webster,3485,104,74,1
Jasper,2507,287,202,17
Crawford,2503,629,360,2
Clinton,2466,70,61,1
Sioux,2307,372,181,0
Wright,2240,294,116,0
Des Moines,2149,66,61,2
Boone,2057,103,52,1
Washington,1941,209,175,9
Tama,1915,429,347,29
Plymouth,1912,211,138,4
Bremer,1885,81,66,6
Mills,1640,26,22,0
Hamilton,1576,135,71,0
Benton,1520,49,41,1
Marion,1476,41,32,0
Lee,1329,41,27,1
Pending Investigation,1313,5,0,0
Floyd,1302,24,17,1
Henry,1287,75,66,3
Carroll,1274,63,17,1
Buchanan,1271,35,31,1
Louisa,1268,354,287,13
Cedar,1264,54,50,1
Fayette,1190,28,28,0
Butler,1160,30,16,2
Winneshiek,1158,24,24,0
Iowa,1138,35,33,0
Dickinson,1131,176,58,1
Mahaska,1111,108,83,15
Clay,1105,86,33,0
Jones,1098,42,38,0
Hardin,1070,47,13,0
Allamakee,1048,121,90,4
Sac,1027,41,27,0
Clayton,987,35,30,3
Page,976,18,13,0
Delaware,956,29,20,1
Kossuth,952,20,13,0
Poweshiek,942,95,84,8
Jefferson,933,46,28,0
Hancock,900,33,20,0
Jackson,898,14,10,0
Franklin,888,52,18,0
O'Brien,882,69,28,1
Madison,871,34,28,2
Cherokee,824,62,47,0
Union,807,11,7,0
Grundy,802,25,17,0
Harrison,801,41,26,0
Clarke,747,91,67,1
Calhoun,735,25,13,0
Mitchell,720,9,4,0
Chickasaw,719,15,15,0
Guthrie,707,60,43,3
Keokuk,630,18,14,1
Appanoose,622,17,11,3
Winnebago,618,13,11,0
Cass,618,16,14,0
Shelby,611,57,38,0
Humboldt,601,37,22,1
Emmet,595,46,27,0
Monona,585,52,21,0
Montgomery,581,9,6,2
Greene,560,26,15,0
Taylor,553,74,20,0
Howard,535,12,10,0
Ida,528,19,16,0
Palo Alto,501,16,10,0
Pocahontas,494,32,5,0
Davis,490,36,22,1
Lyon,488,32,27,0
Worth,427,6,3,0
Monroe,422,48,40,6
Lucas,363,25,16,3
Decatur,345,8,3,0
Adair,343,12,11,0
Ringgold,325,10,5,0
Osceola,298,49,43,0
Fremont,294,4,2,0
Audubon,289,14,10,1
Van Buren,287,11,10,0
Wayne,234,5,3,0
Adams,205,7,5,0
