EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Lyon,654,41,38,0
Osceola,413,59,48,0
Dickinson,2502,264,156,2
Emmet,945,84,48,0
Allamakee,1360,127,115,4
Kossuth,1221,33,20,0
Winneshiek,1401,38,24,0
Howard,749,35,12,0
Winnebago,871,28,15,0
Mitchell,1159,37,11,0
Worth,615,20,11,0
Sioux,2961,461,357,0
O'Brien,1207,86,62,1
Clay,1776,132,88,0
Palo Alto,1076,41,22,0
Hancock,1218,50,41,0
Cerro Gordo,4674,155,57,1
Chickasaw,1121,28,22,0
Floyd,1858,72,53,2
Clayton,1424,41,34,3
Fayette,1840,45,30,0
Plymouth,2817,313,275,5
Cherokee,1144,75,64,1
Buena Vista,7037,1710,1466,11
Pocahontas,876,93,36,1
Humboldt,890,53,39,1
Wright,2671,379,276,1
Bremer,2294,92,79,6
Franklin,1224,86,50,0
Butler,1500,53,38,2
Dubuque,11910,675,397,22
Delaware,1375,48,36,1
Webster,4425,212,125,2
Buchanan,1947,50,35,1
Black Hawk,16272,2245,1812,58
Woodbury,16601,3209,3039,44
Ida,674,23,20,0
Sac,1256,63,51,0
Calhoun,1104,49,25,2
Hamilton,1962,187,161,1
Hardin,1816,70,38,0
Grundy,1164,36,23,0
Jackson,1308,27,16,0
Jones,1458,56,48,0
Linn,20315,1255,1030,82
Benton,2050,65,46,1
Tama,2382,462,398,29
Monona,910,74,52,0
Crawford,2948,677,612,2
Carroll,1998,96,73,1
Greene,842,29,21,0
Boone,2788,147,121,1
Story,8382,757,331,3
Marshall,5907,1041,927,19
Clinton,3380,107,68,1
Cedar,1644,82,62,1
Harrison,1066,53,43,0
Shelby,1090,114,95,0
Audubon,490,16,15,1
Guthrie,1011,65,58,4
Johnson,16011,1251,740,8
Dallas,10503,1263,1012,29
Iowa,1720,51,40,0
Polk,53114,6446,5025,179
Poweshiek,1249,104,90,8
Jasper,3208,321,271,17
Scott,14019,752,526,10
Muscatine,4526,625,541,44
Pottawattamie,9689,720,623,11
Cass,879,22,18,0
Washington,2290,234,206,9
Adair,459,15,12,0
Keokuk,779,20,17,1
Warren,4789,273,220,1
Madison,1397,45,33,2
Mahaska,1384,115,95,17
Marion,1999,70,46,0
Louisa,1442,360,337,13
Mills,1970,36,33,0
Montgomery,779,10,8,2
Adams,270,8,8,0
Henry,1700,86,76,3
Jefferson,1274,59,49,0
Union,1289,27,13,0
Wapello,4211,706,661,30
Clarke,1053,130,103,2
Lucas,505,30,24,4
Monroe,541,50,44,6
Des Moines,2807,88,75,2
Fremont,397,7,4,0
Page,1198,20,20,0
Taylor,656,79,70,0
Ringgold,516,15,11,0
Van Buren,434,19,16,0
Davis,572,39,33,1
Decatur,436,11,10,0
Wayne,331,10,6,0
Appanoose,862,20,17,3
Lee,1933,53,38,2
Pending Investigation,0,12,3,0
