EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,118989,14485,10870,251
Linn,45013,3451,2736,100
Johnson,35900,4766,2198,26
Scott,32987,2496,1876,25
Black Hawk,31562,4151,3244,81
Story,27590,3091,1366,17
Woodbury,26537,4478,3779,58
Dubuque,26401,2351,1784,37
Dallas,23029,2558,1977,38
Pottawattamie,19036,1783,1540,36
Warren,11253,894,597,6
Webster,11020,1126,691,13
Cerro Gordo,10380,928,651,21
Marshall,10163,1737,1483,32
Buena Vista,8733,1890,1790,12
Clinton,8654,973,516,16
Muscatine,8622,1028,849,52
Des Moines,7772,678,272,6
Wapello,7474,1177,1013,56
Jasper,6774,667,476,31
Sioux,6157,1060,700,3
Marion,6073,643,355,3
Plymouth,5754,905,504,20
Lee,5494,538,168,6
Boone,5367,402,287,5
Carroll,4922,524,239,5
Dickinson,4702,448,385,6
Bremer,4657,418,239,7
Crawford,4518,894,752,4
Benton,4454,236,171,1
Henry,4443,458,162,4
Washington,4262,388,318,11
Mahaska,4236,287,182,18
Tama,4067,666,542,30
Wright,4003,536,481,1
Buchanan,3837,203,147,1
Fayette,3532,166,102,1
Winneshiek,3496,257,141,5
Floyd,3493,259,205,3
Jackson,3442,260,170,2
Iowa,3440,154,100,1
Delaware,3431,279,242,3
Jones,3417,212,146,3
Hamilton,3367,304,244,3
Cedar,3326,197,136,1
Mills,3298,145,100,1
Clay,3275,251,217,3
Hardin,3273,258,190,1
Poweshiek,3114,212,173,8
Madison,3090,179,145,2
Butler,2941,238,212,2
Clayton,2929,213,178,3
Kossuth,2864,159,105,0
Union,2745,100,83,3
Winnebago,2640,190,113,10
Allamakee,2590,214,159,5
O'Brien,2536,246,148,8
Jefferson,2530,126,92,1
Mitchell,2488,158,82,0
Grundy,2460,167,90,2
Page,2415,133,116,0
Guthrie,2357,196,147,5
Hancock,2335,168,148,2
Franklin,2318,320,269,17
Appanoose,2277,108,90,3
Chickasaw,2270,180,88,0
Sac,2262,137,91,0
Louisa,2252,404,363,14
Cherokee,2252,156,131,2
Cass,2249,122,113,2
Harrison,2195,160,142,2
Calhoun,2170,147,101,2
Shelby,2098,229,221,1
Clarke,2017,249,209,3
Humboldt,2008,163,99,2
Emmet,1966,235,195,9
Palo Alto,1892,137,102,0
Howard,1800,166,81,4
Montgomery,1687,83,78,5
Greene,1625,69,42,0
Pocahontas,1528,143,115,2
Monona,1494,114,93,1
Worth,1461,94,72,0
Lyon,1451,182,152,3
Keokuk,1449,80,40,1
Adair,1393,56,39,1
Lucas,1368,117,72,6
Pending Investigation,1351,22,0,0
Decatur,1297,53,29,0
Ida,1279,65,34,0
Monroe,1212,130,74,8
Davis,1118,106,66,4
Taylor,1100,114,108,1
Van Buren,1099,108,40,1
Ringgold,1004,36,30,2
Wayne,945,71,44,2
Audubon,942,42,29,1
Fremont,940,65,45,0
Osceola,797,103,90,0
Adams,557,26,21,0
