EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,108569,13414,9789,225
Linn,41296,3002,2454,94
Johnson,32112,3978,1971,26
Scott,30001,2245,1676,21
Black Hawk,28907,3802,2976,75
Story,24627,2454,1159,16
Woodbury,24474,4148,3622,56
Dubuque,24157,2041,1574,36
Dallas,21010,2384,1800,38
Pottawattamie,17618,1635,1368,34
Webster,10268,1032,650,9
Warren,10074,781,540,5
Cerro Gordo,9541,834,573,20
Marshall,9493,1647,1398,32
Buena Vista,8341,1826,1774,12
Pending Investigation,7925,14,1,0
Muscatine,7880,968,790,52
Clinton,7740,837,343,10
Wapello,6803,1087,902,50
Des Moines,6721,569,149,5
Jasper,5993,588,436,30
Sioux,5574,899,606,3
Marion,5174,488,209,1
Plymouth,5027,745,437,18
Boone,4864,346,238,4
Lee,4707,427,103,5
Dickinson,4407,424,370,6
Carroll,4281,394,198,3
Bremer,4230,332,192,7
Crawford,4111,836,720,3
Benton,4085,204,147,1
Wright,3781,520,438,1
Tama,3718,623,515,29
Mahaska,3664,220,152,18
Washington,3653,340,298,11
Henry,3558,288,114,4
Buchanan,3506,175,116,1
Fayette,3259,142,83,1
Floyd,3220,216,179,3
Jackson,3143,214,145,1
Winneshiek,3131,221,114,3
Hamilton,3116,280,238,2
Mills,3082,129,85,1
Iowa,3058,116,91,1
Delaware,3051,222,162,3
Jones,3032,172,132,2
Hardin,3026,231,170,1
Clay,3026,236,174,3
Cedar,2922,155,123,1
Madison,2808,165,111,2
Poweshiek,2767,183,161,8
Clayton,2712,180,145,3
Butler,2693,210,159,2
Kossuth,2538,122,82,0
Union,2529,93,71,3
Winnebago,2406,160,78,9
Allamakee,2376,183,148,5
Jefferson,2337,120,79,0
O'Brien,2321,201,130,7
Page,2237,113,108,0
Grundy,2226,130,73,1
Mitchell,2217,108,78,0
Franklin,2148,295,251,17
Hancock,2134,157,131,2
Guthrie,2118,173,128,5
Louisa,2100,396,363,14
Cass,2048,112,100,2
Sac,1995,114,83,0
Chickasaw,1987,110,82,0
Harrison,1985,148,120,2
Cherokee,1982,140,124,2
Calhoun,1957,130,87,2
Appanoose,1939,85,61,3
Shelby,1874,215,205,1
Clarke,1850,241,187,3
Humboldt,1817,153,91,2
Emmet,1796,221,183,8
Palo Alto,1716,117,79,0
Howard,1564,133,71,2
Montgomery,1560,79,63,5
Greene,1490,53,38,0
Pocahontas,1399,131,110,2
Monona,1353,107,92,1
Worth,1323,80,66,0
Lyon,1306,151,131,2
Keokuk,1272,64,31,1
Adair,1265,50,23,1
Decatur,1157,44,24,0
Lucas,1154,97,47,5
Ida,1104,43,29,0
Monroe,1052,110,62,8
Taylor,1030,113,102,1
Davis,1012,83,52,2
Van Buren,957,100,33,1
Ringgold,856,31,27,1
Audubon,855,40,27,1
Fremont,843,59,35,0
Osceola,753,99,80,0
Wayne,733,52,30,2
Adams,495,22,17,0
